season,game_pk,game_date,game_id,away,home,away_score_model,home_score_model,model_edge,predicted_winner,actual_winner,winner_correct,away_run_projection,home_run_projection,projected_total,projected_f5_total,actual_away_runs,actual_home_runs,actual_full_total,actual_f5_total,actual_post5_runs,away_context_confidence,home_context_confidence,prediction_type,predicted_team,predicted_opponent,predicted_home_away,predicted_team_score,predicted_team_runs,prediction_threshold,predicted_outcome,actual_outcome,correct,actual_team_runs,actual_opponent_runs,actual_margin,actual_home_won,context_confidence,opponent_context_confidence,confidence_label,wrong_reason
2025,777323,2025-06-28,TOR@BOS,TOR,BOS,57.345,42.947,14.398,TOR,BOS,0,5.059,3.699,8.758,4.729,1,15,16,10,6,unknown,unknown,winner,TOR,BOS,away,57.345,,,1,0,0,1,15,14,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746454,2024-06-25,PHI@DET,PHI,DET,56.894,42.502,14.392,PHI,DET,0,4.66,3.677,8.337,4.502,1,4,5,4,1,unknown,unknown,winner,PHI,DET,away,56.894,,,1,0,0,1,4,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717578,2023-06-28,LAD@COL,LAD,COL,56.56,42.173,14.387,LAD,COL,0,4.932,4.048,8.98,4.849,8,9,17,10,7,unknown,unknown,winner,LAD,COL,away,56.56,,,1,0,0,8,9,1,1,unknown,unknown,high,coinflip_close_game
2025,778260,2025-04-18,SF@LAA,SF,LAA,60.636,46.261,14.375,SF,LAA,0,4.897,4.142,9.039,4.881,0,2,2,2,0,unknown,unknown,winner,SF,LAA,away,60.636,,,1,0,0,0,2,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746938,2024-06-30,SD@BOS,SD,BOS,64.298,49.924,14.374,SD,BOS,0,5.784,4.29,10.074,5.44,1,4,5,4,1,unknown,unknown,winner,SD,BOS,away,64.298,,,1,0,0,1,4,3,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745420,2024-05-13,COL@SD,COL,SD,39.427,53.8,14.373,SD,COL,0,3.843,4.639,8.482,4.58,5,4,9,6,3,unknown,unknown,winner,SD,COL,home,53.8,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2024,745277,2024-04-01,CLE@SEA,CLE,SEA,61.617,47.249,14.368,CLE,SEA,0,4.803,3.967,8.77,4.736,4,5,9,7,2,unknown,unknown,winner,CLE,SEA,away,61.617,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2023,718067,2023-05-22,SF@MIN,SF,MIN,45.628,59.97,14.342,MIN,SF,0,4.062,5.141,9.203,4.97,4,1,5,4,1,unknown,unknown,winner,MIN,SF,home,59.97,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745445,2024-03-28,SF@SD,SF,SD,65.059,50.728,14.331,SF,SD,0,5.43,5.054,10.484,5.661,4,6,10,3,7,unknown,unknown,winner,SF,SD,away,65.059,,,1,0,0,4,6,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745517,2024-04-09,DET@PIT,DET,PIT,44.642,58.953,14.311,PIT,DET,0,3.538,4.833,8.371,4.52,5,3,8,3,5,unknown,unknown,winner,PIT,DET,home,58.953,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777528,2025-06-13,TB@NYM,TB,NYM,47.474,61.742,14.268,NYM,TB,0,4.016,5.084,9.1,4.914,7,5,12,6,6,unknown,unknown,winner,NYM,TB,home,61.742,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778032,2025-05-06,NYM@AZ,NYM,AZ,64.597,50.333,14.264,NYM,AZ,0,5.432,4.406,9.838,5.313,1,5,6,3,3,unknown,unknown,winner,NYM,AZ,away,64.597,,,1,0,0,1,5,4,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716840,2023-08-26,LAA@NYM,LAA,NYM,43.622,57.873,14.251,NYM,LAA,0,3.812,5.343,9.155,4.944,5,3,8,7,1,unknown,unknown,winner,NYM,LAA,home,57.873,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746503,2024-09-17,AZ@COL,AZ,COL,60.512,46.273,14.239,AZ,COL,0,5.22,4.48,9.7,5.238,2,8,10,4,6,unknown,unknown,winner,AZ,COL,away,60.512,,,1,0,0,2,8,6,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718305,2023-05-05,CWS@CIN,CWS,CIN,40.424,54.66,14.236,CIN,CWS,0,4.038,5.093,9.131,4.931,5,4,9,7,2,unknown,unknown,winner,CIN,CWS,home,54.66,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2025,776157,2025-09-27,DET@BOS,DET,BOS,40.045,54.279,14.234,BOS,DET,0,3.295,4.651,7.946,4.291,2,1,3,3,0,unknown,unknown,winner,BOS,DET,home,54.279,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2025,778183,2025-04-25,NYM@WSN,NYM,WSN,55.439,41.222,14.217,NYM,WSN,0,4.319,3.696,8.015,4.328,4,5,9,2,7,unknown,unknown,winner,NYM,WSN,away,55.439,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2023,716533,2023-09-18,BOS@TEX,BOS,TEX,45.245,59.456,14.211,TEX,BOS,0,3.948,5.1,9.048,4.886,4,2,6,2,4,unknown,unknown,winner,TEX,BOS,home,59.456,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717000,2023-08-14,HOU@MIA,HOU,MIA,60.099,45.898,14.201,HOU,MIA,0,5.196,3.973,9.169,4.951,1,5,6,2,4,unknown,unknown,winner,HOU,MIA,away,60.099,,,1,0,0,1,5,4,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778299,2025-04-16,NYM@MIN,NYM,MIN,53.497,39.32,14.177,NYM,MIN,0,4.26,3.718,7.978,4.308,3,4,7,2,5,unknown,unknown,winner,NYM,MIN,away,53.497,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2025,813041,2025-10-08,PHI@LAD,PHI,LAD,43.63,57.796,14.166,LAD,PHI,0,3.497,4.882,8.379,4.525,8,2,10,4,6,unknown,unknown,winner,LAD,PHI,home,57.796,,,1,0,0,2,8,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746830,2024-09-17,ATH@CHC,ATH,CHC,42.45,56.612,14.162,CHC,ATH,0,3.841,4.992,8.833,4.77,4,3,7,6,1,unknown,unknown,winner,CHC,ATH,home,56.612,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2024,745035,2024-03-31,CHC@TEX,CHC,TEX,37.666,51.808,14.142,TEX,CHC,0,4.168,4.789,8.957,4.837,9,5,14,10,4,unknown,unknown,winner,TEX,CHC,home,51.808,,,1,0,0,5,9,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717432,2023-07-09,TEX@WSN,TEX,WSN,59.223,45.093,14.13,TEX,WSN,0,4.956,4.287,9.243,4.991,2,7,9,2,7,unknown,unknown,winner,TEX,WSN,away,59.223,,,1,0,0,2,7,5,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746533,2024-07-05,KC@COL,KC,COL,52.871,38.751,14.12,KC,COL,0,4.575,3.721,8.296,4.48,2,4,6,3,3,unknown,unknown,winner,KC,COL,away,52.871,,,1,0,0,2,4,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776592,2025-08-25,LAA@TEX,LAA,TEX,43.611,57.722,14.111,TEX,LAA,0,3.922,5.096,9.018,4.87,4,0,4,2,2,unknown,unknown,winner,TEX,LAA,home,57.722,,,1,0,0,0,4,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,775322,2024-10-06,SD@LAD,SD,LAD,46.481,60.569,14.088,LAD,SD,0,3.865,5.12,8.985,4.852,10,2,12,4,8,unknown,unknown,winner,LAD,SD,home,60.569,,,1,0,0,2,10,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746657,2024-09-22,PIT@CIN,PIT,CIN,40.579,54.645,14.066,CIN,PIT,0,3.63,4.864,8.494,4.587,2,0,2,2,0,unknown,unknown,winner,CIN,PIT,home,54.645,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717614,2023-06-25,BOS@CWS,BOS,CWS,57.856,43.858,13.998,BOS,CWS,0,5.081,3.983,9.064,4.895,1,4,5,4,1,unknown,unknown,winner,BOS,CWS,away,57.856,,,1,0,0,1,4,3,1,unknown,unknown,high,home_field_or_away_underperformed
2024,747162,2024-08-27,NYM@AZ,NYM,AZ,48.551,62.544,13.993,AZ,NYM,0,4.231,5.365,9.596,5.182,8,3,11,8,3,unknown,unknown,winner,AZ,NYM,home,62.544,,,1,0,0,3,8,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746698,2024-06-21,BOS@CIN,BOS,CIN,56.464,42.496,13.968,BOS,CIN,0,4.846,3.7,8.546,4.615,2,5,7,5,2,unknown,unknown,winner,BOS,CIN,away,56.464,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776856,2025-08-06,KC@BOS,KC,BOS,48.147,62.114,13.967,BOS,KC,0,4.223,5.379,9.602,5.185,7,3,10,5,5,unknown,unknown,winner,BOS,KC,home,62.114,,,1,0,0,3,7,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,744943,2024-05-11,MIN@TOR,MIN,TOR,58.006,44.047,13.959,MIN,TOR,0,5.094,4.06,9.154,4.943,8,10,18,14,4,unknown,unknown,winner,MIN,TOR,away,58.006,,,1,0,0,8,10,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746803,2024-04-27,TB@CWS,TB,CWS,50.904,36.95,13.954,TB,CWS,0,4.556,4.056,8.612,4.65,7,8,15,10,5,unknown,unknown,winner,TB,CWS,away,50.904,,,1,0,0,7,8,1,1,unknown,unknown,high,coinflip_close_game
2024,745688,2024-09-24,BAL@NYY,BAL,NYY,41.398,55.321,13.923,NYY,BAL,0,3.341,4.621,7.962,4.299,5,3,8,3,5,unknown,unknown,winner,NYY,BAL,home,55.321,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745303,2024-08-11,DET@SF,DET,SF,39.282,53.195,13.913,SF,DET,0,3.349,4.636,7.985,4.312,5,4,9,7,2,unknown,unknown,winner,SF,DET,home,53.195,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2025,777729,2025-05-28,PIT@AZ,PIT,AZ,40.928,54.825,13.897,AZ,PIT,0,3.939,4.804,8.743,4.721,10,1,11,3,8,unknown,unknown,winner,AZ,PIT,home,54.825,,,1,0,0,1,10,9,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716686,2023-09-07,DET@NYY,DET,NYY,39.56,53.452,13.892,NYY,DET,0,3.501,4.688,8.189,4.422,10,3,13,11,2,unknown,unknown,winner,NYY,DET,home,53.452,,,1,0,0,3,10,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718627,2023-04-10,MIL@AZ,MIL,AZ,61.765,47.875,13.89,MIL,AZ,0,4.731,4.049,8.78,4.741,0,3,3,3,0,unknown,unknown,winner,MIL,AZ,away,61.765,,,1,0,0,0,3,3,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745898,2024-05-30,KC@MIN,KC,MIN,60.359,46.478,13.881,KC,MIN,0,5.15,4.04,9.19,4.963,6,7,13,7,6,unknown,unknown,winner,KC,MIN,away,60.359,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2025,776919,2025-08-01,PIT@COL,PIT,COL,51.567,37.688,13.879,PIT,COL,0,4.727,3.833,8.56,4.622,16,17,33,25,8,unknown,unknown,winner,PIT,COL,away,51.567,,,1,0,0,16,17,1,1,unknown,unknown,high,coinflip_close_game
2023,717473,2023-07-06,STL@MIA,STL,MIA,49.228,63.103,13.875,MIA,STL,0,4.567,5.595,10.162,5.487,3,0,3,0,3,unknown,unknown,winner,MIA,STL,home,63.103,,,1,0,0,0,3,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746335,2024-03-28,MIN@KC,MIN,KC,43.109,56.981,13.872,KC,MIN,0,4.726,5.288,10.014,5.408,4,1,5,3,2,unknown,unknown,winner,KC,MIN,home,56.981,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776412,2025-09-08,CHC@ATL,CHC,ATL,58.01,44.139,13.871,CHC,ATL,0,4.996,3.954,8.95,4.833,1,4,5,3,2,unknown,unknown,winner,CHC,ATL,away,58.01,,,1,0,0,1,4,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717212,2023-07-29,ATH@COL,ATH,COL,38.023,51.893,13.87,COL,ATH,0,3.905,4.845,8.75,4.725,11,3,14,8,6,unknown,unknown,winner,COL,ATH,home,51.893,,,1,0,0,3,11,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776468,2025-09-03,TEX@AZ,TEX,AZ,63.631,49.764,13.867,TEX,AZ,0,5.632,4.314,9.946,5.371,0,2,2,2,0,unknown,unknown,winner,TEX,AZ,away,63.631,,,1,0,0,0,2,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745572,2024-06-02,STL@PHI,STL,PHI,43.026,56.875,13.849,PHI,STL,0,3.828,4.569,8.397,4.534,5,4,9,8,1,unknown,unknown,winner,PHI,STL,home,56.875,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2023,718202,2023-05-12,PHI@COL,PHI,COL,45.78,59.608,13.828,COL,PHI,0,4.011,5.587,9.598,5.183,6,3,9,0,9,unknown,unknown,winner,COL,PHI,home,59.608,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778423,2025-04-06,ATH@COL,ATH,COL,49.337,35.517,13.82,ATH,COL,0,4.544,3.93,8.474,4.576,5,12,17,11,6,unknown,unknown,winner,ATH,COL,away,49.337,,,1,0,0,5,12,7,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777868,2025-05-18,SEA@SD,SEA,SD,48.137,61.951,13.814,SD,SEA,0,4.117,5.247,9.364,5.057,6,1,7,4,3,unknown,unknown,winner,SD,SEA,home,61.951,,,1,0,0,1,6,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776750,2025-08-14,SEA@BAL,SEA,BAL,54.031,40.238,13.793,SEA,BAL,0,4.65,3.579,8.229,4.444,3,5,8,5,3,unknown,unknown,winner,SEA,BAL,away,54.031,,,1,0,0,3,5,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745601,2024-04-11,PIT@PHI,PIT,PHI,56.842,43.05,13.792,PIT,PHI,0,4.661,4.056,8.717,4.707,1,5,6,1,5,unknown,unknown,winner,PIT,PHI,away,56.842,,,1,0,0,1,5,4,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716685,2023-09-07,AZ@CHC,AZ,CHC,44.225,58.016,13.791,CHC,AZ,0,3.793,5.011,8.804,4.754,6,2,8,4,4,unknown,unknown,winner,CHC,AZ,home,58.016,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745748,2024-05-09,HOU@NYY,HOU,NYY,48.0,61.789,13.789,NYY,HOU,0,4.451,5.089,9.54,5.152,4,3,7,6,1,unknown,unknown,winner,NYY,HOU,home,61.789,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,717484,2023-07-05,TEX@BOS,TEX,BOS,57.932,44.152,13.78,TEX,BOS,0,4.767,3.84,8.607,4.648,2,4,6,3,3,unknown,unknown,winner,TEX,BOS,away,57.932,,,1,0,0,2,4,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718598,2023-04-12,MIL@AZ,MIL,AZ,61.116,47.36,13.756,MIL,AZ,0,4.774,4.032,8.806,4.755,3,7,10,5,5,unknown,unknown,winner,MIL,AZ,away,61.116,,,1,0,0,3,7,4,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746207,2024-07-12,SEA@LAA,SEA,LAA,52.449,38.719,13.73,SEA,LAA,0,4.512,3.503,8.015,4.328,5,6,11,8,3,unknown,unknown,winner,SEA,LAA,away,52.449,,,1,0,0,5,6,1,1,unknown,unknown,high,coinflip_close_game
2023,718151,2023-05-16,MIL@STL,MIL,STL,49.902,63.622,13.72,STL,MIL,0,4.247,5.917,10.164,5.489,3,2,5,4,1,unknown,unknown,winner,STL,MIL,home,63.622,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2025,813040,2025-10-12,SEA@TOR,SEA,TOR,47.072,60.777,13.705,TOR,SEA,0,3.956,5.21,9.166,4.95,3,1,4,1,3,unknown,unknown,winner,TOR,SEA,home,60.777,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745061,2024-07-31,MIA@TB,MIA,TB,42.955,56.654,13.699,TB,MIA,0,4.055,5.003,9.058,4.891,6,2,8,6,2,unknown,unknown,winner,TB,MIA,home,56.654,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716367,2023-10-01,BOS@BAL,BOS,BAL,35.67,49.352,13.682,BAL,BOS,0,2.994,3.971,6.965,3.761,6,1,7,2,5,unknown,unknown,winner,BAL,BOS,home,49.352,,,1,0,0,1,6,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716556,2023-09-16,MIN@CWS,MIN,CWS,57.281,43.605,13.676,MIN,CWS,0,4.986,4.077,9.063,4.894,6,7,13,6,7,unknown,unknown,winner,MIN,CWS,away,57.281,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2023,717986,2023-05-28,SF@MIL,SF,MIL,52.813,39.153,13.66,SF,MIL,0,4.655,3.266,7.921,4.277,5,7,12,8,4,unknown,unknown,winner,SF,MIL,away,52.813,,,1,0,0,5,7,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776714,2025-08-17,MIA@BOS,MIA,BOS,46.998,60.657,13.659,BOS,MIA,0,4.225,5.264,9.489,5.124,5,3,8,3,5,unknown,unknown,winner,BOS,MIA,home,60.657,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717530,2023-07-02,BOS@TOR,BOS,TOR,38.79,52.434,13.644,TOR,BOS,0,3.229,4.517,7.746,4.183,5,4,9,5,4,unknown,unknown,winner,TOR,BOS,home,52.434,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2025,777575,2025-06-09,ATL@MIL,ATL,MIL,43.426,57.038,13.612,MIL,ATL,0,3.849,4.957,8.806,4.755,7,1,8,4,4,unknown,unknown,winner,MIL,ATL,home,57.038,,,1,0,0,1,7,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776478,2025-09-03,NYM@DET,NYM,DET,68.749,55.137,13.612,NYM,DET,0,6.189,4.73,10.919,5.896,2,6,8,4,4,unknown,unknown,winner,NYM,DET,away,68.749,,,1,0,0,2,6,4,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777807,2025-05-23,CLE@DET,CLE,DET,44.564,58.171,13.607,DET,CLE,0,3.86,4.682,8.542,4.613,3,1,4,2,2,unknown,unknown,winner,DET,CLE,home,58.171,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777690,2025-06-01,TB@HOU,TB,HOU,63.479,49.896,13.583,TB,HOU,0,5.646,4.208,9.854,5.321,0,1,1,1,0,unknown,unknown,winner,TB,HOU,away,63.479,,,1,0,0,0,1,1,1,unknown,unknown,high,coinflip_close_game
2023,718639,2023-04-09,LAD@AZ,LAD,AZ,60.776,47.209,13.567,LAD,AZ,0,5.07,4.128,9.198,4.967,6,11,17,14,3,unknown,unknown,winner,LAD,AZ,away,60.776,,,1,0,0,6,11,5,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717636,2023-06-24,TEX@NYY,TEX,NYY,57.152,43.587,13.565,TEX,NYY,0,4.646,3.669,8.315,4.49,0,1,1,1,0,unknown,unknown,winner,TEX,NYY,away,57.152,,,1,0,0,0,1,1,1,unknown,unknown,high,coinflip_close_game
2023,716915,2023-08-19,TB@LAA,TB,LAA,58.807,45.249,13.558,TB,LAA,0,4.994,3.999,8.993,4.856,6,7,13,12,1,unknown,unknown,winner,TB,LAA,away,58.807,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2025,813025,2025-10-31,LAD@TOR,LAD,TOR,45.413,58.956,13.543,TOR,LAD,0,3.685,5.02,8.705,4.701,3,1,4,4,0,unknown,unknown,winner,TOR,LAD,home,58.956,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717534,2023-07-01,TB@SEA,TB,SEA,63.925,50.394,13.531,TB,SEA,0,5.224,4.492,9.716,5.247,3,8,11,2,9,unknown,unknown,winner,TB,SEA,away,63.925,,,1,0,0,3,8,5,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745722,2024-07-21,TB@NYY,TB,NYY,40.738,54.261,13.523,NYY,TB,0,3.562,4.464,8.026,4.334,6,4,10,3,7,unknown,unknown,winner,NYY,TB,home,54.261,,,1,0,0,4,6,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745965,2024-07-12,WSN@MIL,WSN,MIL,44.224,57.731,13.507,MIL,WSN,0,4.044,4.9,8.944,4.83,5,2,7,6,1,unknown,unknown,winner,MIL,WSN,home,57.731,,,1,0,0,2,5,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716950,2023-08-18,MIL@TEX,MIL,TEX,43.093,56.594,13.501,TEX,MIL,0,3.617,4.636,8.253,4.457,9,8,17,6,11,unknown,unknown,winner,TEX,MIL,home,56.594,,,1,0,0,8,9,1,0,unknown,unknown,high,coinflip_close_game
2023,717841,2023-06-09,BOS@NYY,BOS,NYY,45.834,59.317,13.483,NYY,BOS,0,3.993,5.09,9.083,4.905,3,2,5,1,4,unknown,unknown,winner,NYY,BOS,home,59.317,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2023,717990,2023-05-28,TEX@BAL,TEX,BAL,66.206,52.724,13.482,TEX,BAL,0,5.454,4.343,9.797,5.29,2,3,5,2,3,unknown,unknown,winner,TEX,BAL,away,66.206,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2023,718440,2023-04-25,COL@CLE,COL,CLE,36.424,49.892,13.468,CLE,COL,0,3.665,4.446,8.111,4.38,5,1,6,4,2,unknown,unknown,winner,CLE,COL,home,49.892,,,1,0,0,1,5,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777935,2025-05-13,TB@TOR,TB,TOR,42.286,55.737,13.451,TOR,TB,0,3.737,5.017,8.754,4.727,11,9,20,7,13,unknown,unknown,winner,TOR,TB,home,55.737,,,1,0,0,9,11,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776522,2025-08-31,ATL@PHI,ATL,PHI,47.444,60.891,13.447,PHI,ATL,0,4.285,5.221,9.506,5.133,3,1,4,1,3,unknown,unknown,winner,PHI,ATL,home,60.891,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717100,2023-08-06,SF@ATH,SF,ATH,48.584,35.139,13.445,SF,ATH,0,4.072,3.564,7.636,4.123,6,8,14,10,4,unknown,unknown,winner,SF,ATH,away,48.584,,,1,0,0,6,8,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716371,2023-09-30,ATH@LAA,ATH,LAA,36.943,50.379,13.436,LAA,ATH,0,3.715,4.512,8.227,4.443,7,3,10,1,9,unknown,unknown,winner,LAA,ATH,home,50.379,,,1,0,0,3,7,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778073,2025-05-03,MIN@BOS,MIN,BOS,46.861,60.297,13.436,BOS,MIN,0,4.286,5.194,9.48,5.119,4,3,7,2,5,unknown,unknown,winner,BOS,MIN,home,60.297,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2025,778269,2025-04-18,SD@HOU,SD,HOU,60.322,46.901,13.421,SD,HOU,0,4.626,4.238,8.864,4.787,4,6,10,7,3,unknown,unknown,winner,SD,HOU,away,60.322,,,1,0,0,4,6,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777464,2025-06-19,PIT@DET,PIT,DET,39.779,53.196,13.417,DET,PIT,0,3.744,4.21,7.954,4.295,8,4,12,6,6,unknown,unknown,winner,DET,PIT,home,53.196,,,1,0,0,4,8,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716422,2023-09-26,TEX@LAA,TEX,LAA,57.757,44.35,13.407,TEX,LAA,0,4.921,4.03,8.951,4.834,3,9,12,10,2,unknown,unknown,winner,TEX,LAA,away,57.757,,,1,0,0,3,9,6,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745999,2024-04-29,TB@MIL,TB,MIL,42.861,56.258,13.397,MIL,TB,0,3.947,4.631,8.578,4.632,1,0,1,1,0,unknown,unknown,winner,MIL,TB,home,56.258,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2025,778177,2025-04-25,ATL@AZ,ATL,AZ,48.051,61.448,13.397,AZ,ATL,0,4.459,5.296,9.755,5.268,8,2,10,4,6,unknown,unknown,winner,AZ,ATL,home,61.448,,,1,0,0,2,8,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746202,2024-07-13,SEA@LAA,SEA,LAA,52.868,39.506,13.362,SEA,LAA,0,4.56,3.57,8.13,4.39,1,2,3,3,0,unknown,unknown,winner,SEA,LAA,away,52.868,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,745742,2024-05-21,SEA@NYY,SEA,NYY,44.803,58.164,13.361,NYY,SEA,0,3.764,4.693,8.457,4.567,6,3,9,2,7,unknown,unknown,winner,NYY,SEA,home,58.164,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745051,2024-08-18,AZ@TB,AZ,TB,57.058,43.708,13.35,AZ,TB,0,4.888,3.8,8.688,4.692,7,8,15,5,10,unknown,unknown,winner,AZ,TB,away,57.058,,,1,0,0,7,8,1,1,unknown,unknown,high,coinflip_close_game
2023,718412,2023-04-26,WSN@NYM,WSN,NYM,39.767,53.111,13.344,NYM,WSN,0,3.728,4.377,8.105,4.377,4,1,5,3,2,unknown,unknown,winner,NYM,WSN,home,53.111,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717595,2023-06-27,NYY@ATH,NYY,ATH,48.433,35.094,13.339,NYY,ATH,0,4.056,3.742,7.798,4.211,1,2,3,3,0,unknown,unknown,winner,NYY,ATH,away,48.433,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,746476,2024-05-12,HOU@DET,HOU,DET,42.825,56.16,13.335,DET,HOU,0,3.904,4.833,8.737,4.718,9,3,12,0,12,unknown,unknown,winner,DET,HOU,home,56.16,,,1,0,0,3,9,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716575,2023-09-15,TEX@CLE,TEX,CLE,60.114,46.787,13.327,TEX,CLE,0,5.154,4.21,9.364,5.057,3,12,15,4,11,unknown,unknown,winner,TEX,CLE,away,60.114,,,1,0,0,3,12,9,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746772,2024-07-10,MIN@CWS,MIN,CWS,62.4,49.089,13.311,MIN,CWS,0,5.441,4.941,10.382,5.606,1,3,4,1,3,unknown,unknown,winner,MIN,CWS,away,62.4,,,1,0,0,1,3,2,1,unknown,unknown,high,home_field_or_away_underperformed
