season,game_pk,game_date,game_id,away,home,away_score_model,home_score_model,model_edge,predicted_winner,actual_winner,winner_correct,away_run_projection,home_run_projection,projected_total,projected_f5_total,actual_away_runs,actual_home_runs,actual_full_total,actual_f5_total,actual_post5_runs,away_context_confidence,home_context_confidence,prediction_type,predicted_team,predicted_opponent,predicted_home_away,predicted_team_score,predicted_team_runs,prediction_threshold,predicted_outcome,actual_outcome,correct,actual_team_runs,actual_opponent_runs,actual_margin,actual_home_won,context_confidence,opponent_context_confidence,confidence_label,wrong_reason
2023,716621,2023-09-12,STL@BAL,STL,BAL,52.099,71.498,2.245,BAL,STL,0,4.833,6.162,10.995,5.937,5,2,7,5,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,0,medium,medium,high,late_scoring_stalled
2023,716516,2023-09-19,COL@SD,COL,SD,51.541,66.871,2.243,SD,SD,1,5.001,5.992,10.993,5.936,0,2,2,0,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,1,medium,medium,high,early_scoring_failed
2025,777317,2025-06-29,TB@BAL,TB,BAL,66.393,54.84,2.242,TB,BAL,0,5.808,5.184,10.992,5.936,1,5,6,3,3,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,4,1,medium,medium,high,early_scoring_failed
2024,746496,2024-09-29,LAD@COL,LAD,COL,73.649,46.843,2.217,LAD,LAD,1,6.479,4.488,10.967,5.922,2,1,3,1,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,0,medium,medium,high,early_scoring_failed
2025,778208,2025-04-23,CIN@MIA,CIN,MIA,64.85,55.962,2.199,CIN,CIN,1,5.827,5.122,10.949,5.912,5,2,7,5,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,0,medium,medium,high,late_scoring_stalled
2024,747822,2024-03-24,LAA@LAD,LAA,LAD,45.04,68.84,2.18,LAD,LAD,1,4.681,6.249,10.93,5.902,3,5,8,4,4,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,1,medium,medium,high,total_underperformed_projection
2025,776786,2025-08-11,PIT@MIL,PIT,MIL,51.1,71.739,2.178,MIL,MIL,1,4.736,6.192,10.928,5.901,1,7,8,7,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,6,1,medium,medium,high,late_scoring_stalled
2024,745718,2024-08-04,TOR@NYY,TOR,NYY,50.968,70.655,2.174,NYY,NYY,1,4.757,6.167,10.924,5.899,3,4,7,2,5,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,776478,2025-09-03,NYM@DET,NYM,DET,68.749,55.137,2.169,NYM,DET,0,6.189,4.73,10.919,5.896,2,6,8,4,4,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,4,1,medium,medium,high,total_underperformed_projection
2023,717146,2023-08-03,CIN@CHC,CIN,CHC,51.302,71.359,2.158,CHC,CHC,1,4.484,6.424,10.908,5.89,3,5,8,6,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,1,medium,medium,high,late_scoring_stalled
2025,777321,2025-06-28,COL@MIL,COL,MIL,40.8,74.125,2.146,MIL,MIL,1,4.365,6.531,10.896,5.884,0,5,5,5,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,5,1,medium,medium,high,late_scoring_stalled
2025,776624,2025-08-24,NYM@ATL,NYM,ATL,61.557,59.112,2.139,NYM,ATL,0,5.461,5.428,10.889,5.88,3,4,7,2,5,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,777399,2025-06-22,AZ@COL,AZ,COL,63.903,49.215,2.127,AZ,COL,0,5.708,5.169,10.877,5.874,2,4,6,6,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,1,medium,medium,high,late_scoring_stalled
2024,746175,2024-03-21,SD@LAD,SD,LAD,21.564,66.114,2.12,LAD,SD,0,2.015,4.615,6.63,3.58,15,11,26,18,8,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,4,0,medium,medium,high,early_scoring_explosion
2024,744796,2024-09-26,KC@WSN,KC,WSN,41.792,35.669,2.119,KC,KC,1,3.473,3.158,6.631,3.581,7,4,11,8,3,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,3,0,medium,medium,high,early_scoring_explosion
2025,776436,2025-09-06,TOR@NYY,TOR,NYY,60.509,64.301,2.098,NYY,NYY,1,5.222,5.626,10.848,5.858,1,3,4,3,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,1,medium,medium,high,early_scoring_failed
2025,777242,2025-07-04,LAA@TOR,LAA,TOR,54.953,65.932,2.084,TOR,TOR,1,5.001,5.833,10.834,5.85,3,4,7,0,7,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,776429,2025-09-07,NYM@CIN,NYM,CIN,64.314,56.612,2.064,NYM,CIN,0,5.75,5.064,10.814,5.84,2,3,5,2,3,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,777870,2025-05-18,COL@AZ,COL,AZ,40.353,69.472,2.062,AZ,AZ,1,4.513,6.299,10.812,5.838,0,1,1,1,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2023,717226,2023-07-28,CHC@STL,CHC,STL,66.054,53.544,2.03,CHC,CHC,1,5.922,4.858,10.78,5.821,3,2,5,3,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,0,medium,medium,high,early_scoring_failed
2024,746829,2024-09-07,NYY@CHC,NYY,CHC,53.621,68.652,2.023,CHC,NYY,0,4.514,6.259,10.773,5.817,2,0,2,1,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,0,medium,medium,high,early_scoring_failed
2023,717141,2023-08-04,ATL@CHC,ATL,CHC,58.763,66.439,1.978,CHC,ATL,0,4.801,5.927,10.728,5.793,8,0,8,7,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,8,0,medium,medium,high,late_scoring_stalled
2024,746536,2024-06-23,WSN@COL,WSN,COL,57.507,56.021,1.971,WSN,WSN,1,5.318,5.403,10.721,5.789,2,1,3,1,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,0,medium,medium,high,early_scoring_failed
2024,746396,2024-05-14,ATH@HOU,ATH,HOU,59.584,56.385,1.968,ATH,HOU,0,5.505,5.213,10.718,5.788,1,2,3,1,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2023,718763,2023-03-31,CLE@SEA,CLE,SEA,29.525,58.835,1.951,SEA,CLE,0,2.925,3.874,6.799,3.671,9,4,13,12,1,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,5,0,medium,medium,high,early_scoring_explosion
2024,744901,2024-08-06,BAL@TOR,BAL,TOR,64.841,54.677,1.949,BAL,TOR,0,5.593,5.106,10.699,5.777,2,5,7,0,7,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,1,medium,medium,high,early_scoring_failed
2024,747817,2024-03-24,CWS@COL,CWS,COL,36.315,31.77,1.948,CWS,COL,0,3.577,3.225,6.802,3.673,3,7,10,2,8,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,4,1,medium,medium,high,late_scoring_explosion
2025,777344,2025-06-26,LAD@COL,LAD,COL,67.201,47.161,1.948,LAD,LAD,1,5.715,4.983,10.698,5.777,3,1,4,2,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,0,medium,medium,high,early_scoring_failed
2023,718713,2023-04-04,PIT@BOS,PIT,BOS,48.495,69.657,1.941,BOS,PIT,0,4.486,6.205,10.691,5.773,4,1,5,4,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,0,medium,medium,high,late_scoring_stalled
2025,776882,2025-08-04,MIL@ATL,MIL,ATL,70.174,49.809,1.917,MIL,MIL,1,6.113,4.554,10.667,5.76,3,1,4,4,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,0,medium,medium,high,late_scoring_stalled
2025,776972,2025-07-28,PHI@CWS,PHI,CWS,58.913,59.086,1.916,CWS,CWS,1,5.027,5.639,10.666,5.76,2,6,8,6,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,4,1,medium,medium,high,late_scoring_stalled
2025,776868,2025-08-05,BAL@PHI,BAL,PHI,58.313,61.221,1.913,PHI,PHI,1,5.428,5.235,10.663,5.758,0,5,5,4,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,5,1,medium,medium,high,late_scoring_stalled
2024,745824,2024-05-26,SF@NYM,SF,NYM,65.757,50.839,1.912,SF,NYM,0,5.98,4.682,10.662,5.757,3,4,7,3,4,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,777083,2025-07-20,NYY@ATL,NYY,ATL,64.012,55.563,1.912,NYY,NYY,1,5.582,5.08,10.662,5.757,4,2,6,2,4,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,0,medium,medium,high,early_scoring_failed
2025,778126,2025-04-29,SF@SD,SF,SD,45.191,42.197,1.908,SF,SD,0,3.523,3.319,6.842,3.695,4,7,11,6,5,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,3,1,medium,medium,high,early_scoring_explosion
2025,777975,2025-05-10,LAD@AZ,LAD,AZ,70.885,52.089,1.907,LAD,AZ,0,6.063,4.594,10.657,5.755,0,3,3,1,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,1,medium,medium,high,early_scoring_failed
2023,717504,2023-07-04,COL@HOU,COL,HOU,45.086,70.302,1.899,HOU,HOU,1,4.371,6.278,10.649,5.75,1,4,5,3,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,1,medium,medium,high,early_scoring_failed
2023,717844,2023-06-08,LAD@CIN,LAD,CIN,62.138,56.598,1.873,LAD,LAD,1,5.403,5.22,10.623,5.736,6,0,6,6,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,6,0,medium,medium,high,late_scoring_stalled
2023,717526,2023-07-02,SD@CIN,SD,CIN,56.163,61.37,1.854,CIN,CIN,1,5.118,5.486,10.604,5.726,3,4,7,2,5,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2023,716700,2023-09-06,MIN@CLE,MIN,CLE,65.291,52.593,1.845,MIN,CLE,0,5.869,4.726,10.595,5.721,1,2,3,3,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2023,748569,2023-10-08,TEX@BAL,TEX,BAL,43.065,44.532,1.845,BAL,TEX,0,3.428,3.477,6.905,3.729,11,8,19,15,4,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,3,0,medium,medium,high,early_scoring_explosion
2025,777314,2025-06-29,MIN@DET,MIN,DET,52.636,67.602,1.845,DET,DET,1,4.772,5.823,10.595,5.721,0,3,3,3,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,1,medium,medium,high,early_scoring_failed
2023,718453,2023-04-23,ATH@TEX,ATH,TEX,29.868,82.674,1.841,TEX,TEX,1,3.643,6.948,10.591,5.719,2,5,7,6,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,1,medium,medium,high,late_scoring_stalled
2024,747152,2024-09-10,TEX@AZ,TEX,AZ,53.594,64.593,1.835,AZ,AZ,1,4.953,5.632,10.585,5.716,0,6,6,4,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,6,1,medium,medium,high,late_scoring_stalled
2025,776669,2025-08-20,CWS@ATL,CWS,ATL,48.517,65.221,1.831,ATL,ATL,1,4.623,5.958,10.581,5.714,0,1,1,1,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2023,718729,2023-04-03,MIN@MIA,MIN,MIA,62.045,24.282,1.826,MIN,MIN,1,4.311,2.613,6.924,3.739,11,1,12,9,3,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,10,0,medium,medium,high,early_scoring_explosion
2023,717427,2023-07-09,CIN@MIL,CIN,MIL,59.108,59.815,1.822,MIL,MIL,1,5.243,5.329,10.572,5.709,0,1,1,1,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,776566,2025-08-27,PHI@NYM,PHI,NYM,57.615,63.602,1.821,NYM,NYM,1,4.926,5.645,10.571,5.708,0,6,6,4,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,6,1,medium,medium,high,late_scoring_stalled
2025,778424,2025-04-07,NYY@DET,NYY,DET,73.29,53.302,1.819,NYY,DET,0,5.961,4.608,10.569,5.707,2,6,8,6,2,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,4,1,medium,medium,high,late_scoring_stalled
2025,778538,2025-03-29,MIL@NYY,MIL,NYY,27.757,62.557,1.81,NYY,NYY,1,2.52,4.42,6.94,3.748,9,20,29,22,7,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,11,1,medium,medium,high,early_scoring_explosion
2024,746539,2024-06-20,LAD@COL,LAD,COL,65.031,50.859,1.801,LAD,LAD,1,5.593,4.958,10.551,5.698,5,3,8,5,3,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,0,medium,medium,high,total_underperformed_projection
2025,777641,2025-06-04,SD@SF,SD,SF,45.479,40.1,1.801,SD,SF,0,3.697,3.252,6.949,3.752,5,6,11,6,5,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,1,1,medium,medium,high,early_scoring_explosion
2024,747120,2024-05-19,SD@ATL,SD,ATL,36.914,48.339,1.8,ATL,SD,0,3.129,3.821,6.95,3.753,9,1,10,8,2,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,8,0,medium,medium,high,early_scoring_explosion
2025,777334,2025-06-27,MIN@DET,MIN,DET,52.174,67.613,1.799,DET,MIN,0,4.733,5.816,10.549,5.696,4,1,5,2,3,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,3,0,medium,medium,high,early_scoring_failed
2025,776915,2025-08-01,BAL@CHC,BAL,CHC,62.616,56.335,1.792,BAL,CHC,0,5.897,4.645,10.542,5.693,0,1,1,1,0,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2023,717822,2023-06-10,MIN@TOR,MIN,TOR,38.751,46.019,1.778,TOR,MIN,0,3.177,3.795,6.972,3.765,9,4,13,3,10,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,5,0,medium,medium,high,late_scoring_explosion
2024,745506,2024-05-10,CHC@PIT,CHC,PIT,43.051,37.508,1.775,CHC,CHC,1,3.677,3.298,6.975,3.767,7,2,9,4,5,unknown,unknown,full_total_9_plus,,,,,,8.75,0,1,0,,,5,0,medium,medium,high,late_scoring_explosion
2024,745337,2024-05-28,PHI@SF,PHI,SF,58.78,63.138,1.773,SF,SF,1,4.859,5.664,10.523,5.682,0,1,1,0,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,777751,2025-05-27,COL@CHC,COL,CHC,32.379,79.98,1.764,CHC,CHC,1,3.718,6.796,10.514,5.678,3,4,7,3,4,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,1,1,medium,medium,high,early_scoring_failed
2025,778488,2025-04-01,KC@MIL,KC,MIL,69.926,36.901,1.756,KC,MIL,0,6.353,4.153,10.506,5.673,0,5,5,2,3,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,5,1,medium,medium,high,early_scoring_failed
2025,777757,2025-05-26,COL@CHC,COL,CHC,32.258,79.647,1.75,CHC,CHC,1,3.708,6.792,10.5,5.67,1,3,4,3,1,unknown,unknown,full_total_9_plus,,,,,,8.75,1,0,0,,,2,1,medium,medium,high,early_scoring_failed
2023,718759,2023-04-01,TOR@STL,TOR,STL,94.425,73.975,3.25,TOR,STL,0,7.5,7.145,14.645,7.908,1,4,5,3,2,unknown,unknown,team_runs_4_plus,TOR,STL,away,94.425,7.5,4.25,1,0,0,1,4,3,1,unknown,unknown,high,game_run_environment_came_in_low
2023,718739,2023-04-02,PHI@TEX,PHI,TEX,32.313,127.625,3.25,TEX,TEX,1,4.023,7.5,11.523,6.222,1,2,3,3,0,unknown,unknown,team_runs_4_plus,TEX,PHI,home,127.625,7.5,4.25,1,0,0,2,1,1,1,unknown,unknown,high,game_run_environment_came_in_low
2023,718726,2023-04-03,BAL@TEX,BAL,TEX,50.67,101.303,3.25,TEX,BAL,0,5.105,7.5,12.605,6.807,2,0,2,2,0,unknown,unknown,team_runs_4_plus,TEX,BAL,home,101.303,7.5,4.25,1,0,0,0,2,2,0,unknown,unknown,high,game_run_environment_came_in_low
2024,747870,2024-03-21,NYY@ATL,NYY,ATL,103.314,74.056,3.25,NYY,ATL,0,7.5,5.963,13.463,7.27,2,5,7,5,2,unknown,unknown,team_runs_4_plus,NYY,ATL,away,103.314,7.5,4.25,1,0,0,2,5,3,1,unknown,unknown,high,offense_underperformed
2024,747876,2024-03-21,HOU@STL,HOU,STL,37.908,107.906,3.25,STL,HOU,0,3.382,7.5,10.882,5.876,9,1,10,3,7,unknown,unknown,team_runs_4_plus,STL,HOU,home,107.906,7.5,4.25,1,0,0,1,9,8,0,unknown,unknown,high,game_run_environment_came_in_low
2024,747873,2024-03-21,TOR@PIT,TOR,PIT,82.714,32.883,3.25,TOR,TOR,1,7.5,4.422,11.922,6.438,3,2,5,4,1,unknown,unknown,team_runs_4_plus,TOR,PIT,away,82.714,7.5,4.25,1,0,0,3,2,1,0,unknown,unknown,high,near_miss_team_total
2024,747877,2024-03-21,BAL@BOS,BAL,BOS,105.606,40.208,3.25,BAL,BOS,0,7.5,3.582,11.082,5.984,2,3,5,1,4,unknown,unknown,team_runs_4_plus,BAL,BOS,away,105.606,7.5,4.25,1,0,0,2,3,1,1,unknown,unknown,high,game_run_environment_came_in_low
2025,778549,2025-03-28,BAL@TOR,BAL,TOR,121.361,13.161,3.25,BAL,TOR,0,7.5,2.219,9.719,5.248,2,8,10,7,3,unknown,unknown,team_runs_4_plus,BAL,TOR,away,121.361,7.5,4.25,1,0,0,2,8,6,1,unknown,unknown,high,offense_underperformed
2025,778543,2025-03-28,CHC@AZ,CHC,AZ,97.961,48.261,3.25,CHC,AZ,0,7.5,4.929,12.429,6.712,1,8,9,7,2,unknown,unknown,team_runs_4_plus,CHC,AZ,away,97.961,7.5,4.25,1,0,0,1,8,7,1,unknown,unknown,high,offense_underperformed
2024,746833,2024-09-02,PIT@CHC,PIT,CHC,52.507,80.834,3.226,CHC,PIT,0,4.785,7.476,12.261,6.621,5,3,8,3,5,unknown,unknown,team_runs_4_plus,CHC,PIT,home,80.834,7.476,4.25,1,0,0,3,5,2,0,unknown,unknown,high,near_miss_team_total
2025,778526,2025-03-30,PHI@WSN,PHI,WSN,94.547,39.972,3.15,PHI,WSN,0,7.4,4.15,11.55,6.237,1,5,6,3,3,unknown,unknown,team_runs_4_plus,PHI,WSN,away,94.547,7.4,4.25,1,0,0,1,5,4,1,unknown,unknown,high,game_run_environment_came_in_low
2024,746834,2024-09-03,PIT@CHC,PIT,CHC,52.209,78.11,2.975,CHC,PIT,0,4.755,7.225,11.98,6.469,5,0,5,2,3,unknown,unknown,team_runs_4_plus,CHC,PIT,home,78.11,7.225,4.25,1,0,0,0,5,5,0,unknown,unknown,high,game_run_environment_came_in_low
2025,778534,2025-03-29,LAA@CWS,LAA,CWS,12.157,95.707,2.835,CWS,LAA,0,2.0,7.085,9.085,4.906,1,0,1,0,1,unknown,unknown,team_runs_4_plus,CWS,LAA,home,95.707,7.085,4.25,1,0,0,0,1,1,0,unknown,unknown,high,game_run_environment_came_in_low
2025,778484,2025-04-02,AZ@NYY,AZ,NYY,60.167,87.93,2.829,NYY,AZ,0,5.162,7.079,12.241,6.61,4,3,7,4,3,unknown,unknown,team_runs_4_plus,NYY,AZ,home,87.93,7.079,4.25,1,0,0,3,4,1,0,unknown,unknown,high,near_miss_team_total
2023,718765,2023-03-31,AZ@LAD,AZ,LAD,20.135,93.935,2.809,LAD,AZ,0,2.359,7.059,9.418,5.086,2,1,3,0,3,unknown,unknown,team_runs_4_plus,LAD,AZ,home,93.935,7.059,4.25,1,0,0,1,2,1,0,unknown,unknown,high,game_run_environment_came_in_low
2025,777757,2025-05-26,COL@CHC,COL,CHC,32.258,79.647,2.542,CHC,CHC,1,3.708,6.792,10.5,5.67,1,3,4,3,1,unknown,unknown,team_runs_4_plus,CHC,COL,home,79.647,6.792,4.25,1,0,0,3,1,2,1,unknown,unknown,high,near_miss_team_total
2025,776519,2025-08-31,MIA@NYM,MIA,NYM,52.074,74.488,2.483,NYM,MIA,0,4.796,6.733,11.529,6.226,5,1,6,5,1,unknown,unknown,team_runs_4_plus,NYM,MIA,home,74.488,6.733,4.25,1,0,0,1,5,4,0,unknown,unknown,high,offense_underperformed
2025,777955,2025-05-11,SD@COL,SD,COL,77.021,32.01,2.369,SD,COL,0,6.619,3.707,10.326,5.576,3,9,12,7,5,unknown,unknown,team_runs_4_plus,SD,COL,away,77.021,6.619,4.25,1,0,0,3,9,6,1,unknown,unknown,high,near_miss_team_total
2025,778525,2025-03-30,BAL@TOR,BAL,TOR,78.507,46.139,2.354,BAL,TOR,0,6.604,4.738,11.342,6.125,1,3,4,3,1,unknown,unknown,team_runs_4_plus,BAL,TOR,away,78.507,6.604,4.25,1,0,0,1,3,2,1,unknown,unknown,high,game_run_environment_came_in_low
2025,777301,2025-06-29,COL@MIL,COL,MIL,35.948,75.007,2.347,MIL,COL,0,3.888,6.597,10.485,5.662,4,3,7,0,7,unknown,unknown,team_runs_4_plus,MIL,COL,home,75.007,6.597,4.25,1,0,0,3,4,1,0,unknown,unknown,high,near_miss_team_total
2024,747843,2024-03-23,WSN@STL,WSN,STL,52.454,71.704,2.305,STL,WSN,0,5.217,6.555,11.772,6.357,2,2,4,1,3,unknown,unknown,team_runs_4_plus,STL,WSN,home,71.704,6.555,4.25,1,0,0,2,2,0,0,unknown,unknown,high,game_run_environment_came_in_low
2024,746175,2024-03-21,SD@LAD,SD,LAD,21.564,66.114,2.235,LAD,SD,0,2.015,4.615,6.63,3.58,15,11,26,18,8,unknown,unknown,team_runs_4_plus,SD,LAD,away,21.564,2.015,4.25,0,1,0,15,11,4,0,unknown,unknown,high,team_total_model_miss
2024,746496,2024-09-29,LAD@COL,LAD,COL,73.649,46.843,2.229,LAD,LAD,1,6.479,4.488,10.967,5.922,2,1,3,1,2,unknown,unknown,team_runs_4_plus,LAD,COL,away,73.649,6.479,4.25,1,0,0,2,1,1,0,unknown,unknown,high,game_run_environment_came_in_low
2024,747853,2024-03-22,ATH@CWS,ATH,CWS,49.148,25.248,2.215,ATH,CWS,0,3.06,2.035,5.095,2.751,2,8,10,9,1,unknown,unknown,team_runs_4_plus,CWS,ATH,home,25.248,2.035,4.25,0,1,0,8,2,6,1,unknown,unknown,high,team_total_model_miss
2023,718757,2023-04-01,LAA@ATH,LAA,ATH,24.875,49.925,2.185,ATH,LAA,0,2.065,3.265,5.33,2.878,13,1,14,12,2,unknown,unknown,team_runs_4_plus,LAA,ATH,away,24.875,2.065,4.25,0,1,0,13,1,12,0,unknown,unknown,high,team_total_model_miss
2024,746832,2024-09-06,NYY@CHC,NYY,CHC,57.131,70.069,2.149,CHC,NYY,0,4.881,6.399,11.28,6.091,3,0,3,3,0,unknown,unknown,team_runs_4_plus,CHC,NYY,home,70.069,6.399,4.25,1,0,0,0,3,3,0,unknown,unknown,high,game_run_environment_came_in_low
2024,747062,2024-03-31,LAA@BAL,LAA,BAL,32.89,83.44,2.141,BAL,LAA,0,3.369,6.391,9.76,5.27,4,1,5,5,0,unknown,unknown,team_runs_4_plus,BAL,LAA,home,83.44,6.391,4.25,1,0,0,1,4,3,0,unknown,unknown,high,offense_underperformed
2025,778488,2025-04-01,KC@MIL,KC,MIL,69.926,36.901,2.103,KC,MIL,0,6.353,4.153,10.506,5.673,0,5,5,2,3,unknown,unknown,team_runs_4_plus,KC,MIL,away,69.926,6.353,4.25,1,0,0,0,5,5,1,unknown,unknown,high,game_run_environment_came_in_low
2025,776200,2025-09-24,WSN@ATL,WSN,ATL,39.491,69.032,2.08,ATL,WSN,0,3.645,6.33,9.975,5.386,4,3,7,2,5,unknown,unknown,team_runs_4_plus,ATL,WSN,home,69.032,6.33,4.25,1,0,0,3,4,1,0,unknown,unknown,high,near_miss_team_total
2025,776219,2025-09-23,WSN@ATL,WSN,ATL,39.723,68.8,2.071,ATL,ATL,1,3.675,6.321,9.996,5.398,2,3,5,2,3,unknown,unknown,team_runs_4_plus,ATL,WSN,home,68.8,6.321,4.25,1,0,0,3,2,1,1,unknown,unknown,high,near_miss_team_total
2025,777870,2025-05-18,COL@AZ,COL,AZ,40.353,69.472,2.049,AZ,AZ,1,4.513,6.299,10.812,5.838,0,1,1,1,0,unknown,unknown,team_runs_4_plus,AZ,COL,home,69.472,6.299,4.25,1,0,0,1,0,1,1,unknown,unknown,high,game_run_environment_came_in_low
2023,716820,2023-08-27,KC@SEA,KC,SEA,38.798,71.86,2.044,SEA,SEA,1,3.797,6.294,10.091,5.449,2,3,5,3,2,unknown,unknown,team_runs_4_plus,SEA,KC,home,71.86,6.294,4.25,1,0,0,3,2,1,1,unknown,unknown,high,near_miss_team_total
2024,747798,2024-03-26,MIL@COL,MIL,COL,78.779,31.162,2.034,MIL,COL,0,6.284,3.209,9.493,5.126,1,6,7,5,2,unknown,unknown,team_runs_4_plus,MIL,COL,away,78.779,6.284,4.25,1,0,0,1,6,5,1,unknown,unknown,high,offense_underperformed
2023,718710,2023-04-04,PHI@NYY,PHI,NYY,25.945,78.657,2.033,NYY,PHI,0,2.877,6.283,9.16,4.946,4,1,5,4,1,unknown,unknown,team_runs_4_plus,NYY,PHI,home,78.657,6.283,4.25,1,0,0,1,4,3,0,unknown,unknown,high,offense_underperformed
2023,716790,2023-08-29,ATH@SEA,ATH,SEA,35.024,72.092,2.033,SEA,ATH,0,3.577,6.283,9.86,5.324,3,1,4,4,0,unknown,unknown,team_runs_4_plus,SEA,ATH,home,72.092,6.283,4.25,1,0,0,1,3,2,0,unknown,unknown,high,offense_underperformed
2025,778549,2025-03-28,BAL@TOR,BAL,TOR,121.361,13.161,2.031,BAL,TOR,0,7.5,2.219,9.719,5.248,2,8,10,7,3,unknown,unknown,team_runs_4_plus,TOR,BAL,home,13.161,2.219,4.25,0,1,0,8,2,6,1,unknown,unknown,high,team_total_model_miss
2023,718743,2023-04-02,ATL@WSN,ATL,WSN,84.313,19.988,2.027,ATL,WSN,0,6.173,2.223,8.396,4.534,1,4,5,5,0,unknown,unknown,team_runs_4_plus,WSN,ATL,home,19.988,2.223,4.25,0,1,0,4,1,3,1,unknown,unknown,high,team_total_model_miss
2024,746096,2024-09-21,COL@LAD,COL,LAD,45.574,72.079,2.021,LAD,COL,0,4.425,6.271,10.696,5.776,6,3,9,7,2,unknown,unknown,team_runs_4_plus,LAD,COL,home,72.079,6.271,4.25,1,0,0,3,6,3,0,unknown,unknown,high,near_miss_team_total
