candidate_id,game,derivative_type,market_ticker,original_label,replayed_label,process_grade,side,bid,ask,mid,spread_cents,tape_label,raw_edge_cents,entry_price_cents,entry_friction_cents,exit_friction_cents,spread_penalty_cents,thin_tape_penalty_cents,conservative_fee_buffer_cents,conservative_net_edge_cents,paper_take_eligible,friction_fail_reason,hedge_alternative_cost_cents
914,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,watch,suppress,bad_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
915,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,blocked,blocked,questionable_process,NO,73,74,73,1,usable_tape,73,27,1,1,0,0,5,66,True,,74
916,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
917,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
918,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
919,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
920,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
921,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
922,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
923,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
924,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
925,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
926,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,blocked,blocked,sound_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
927,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
928,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,blocked,blocked,sound_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
929,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
930,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
