feature,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,avg_lift,min_lift,max_lift,stability_label
bullpen_outs_last_2d_bucket,normal_10_18,team_post5_runs_2plus,"2023,2024,2025",3,4624,1511,0.4818,0.0008,-0.0031,0.0085,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,"2023,2024,2025",3,2046,624,0.5571,-0.0008,-0.0324,0.0202,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,team_runs_4plus,"2023,2024,2025",3,2046,624,0.5571,-0.0008,-0.0324,0.0202,mixed_or_noisy
BD_L10_bucket,low_85_95,team_post5_runs_2plus,"2023,2024,2025",3,1972,648,0.4801,-0.0008,-0.0107,0.0107,mixed_or_noisy
BD_bucket,low_85_95,team_post5_runs_2plus,"2023,2024,2025",3,1972,648,0.4801,-0.0008,-0.0107,0.0107,mixed_or_noisy
error_rate_L10_bucket,high_55_70,opponent_post5_runs_2plus,"2023,2024,2025",3,1691,520,0.4802,-0.0008,-0.0446,0.0219,mixed_or_noisy
BD_L5_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,1588,515,0.4976,-0.0008,-0.0397,0.0254,mixed_or_noisy
BO_gap_bucket,minus_7_to_15,f5_total_4plus,"2023,2024,2025",3,1245,378,0.6268,0.0008,-0.0216,0.0229,mixed_or_noisy
BO_gap_bucket,plus_7_to_15,f5_total_4plus,"2023,2024,2025",3,1245,378,0.6268,0.0008,-0.0216,0.0229,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,team_post5_runs_2plus,"2023,2024,2025",3,7541,2450,0.4802,-0.0007,-0.0116,0.011,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,team_post5_runs_2plus,"2023,2024,2025",3,6526,2093,0.4803,-0.0007,-0.0122,0.0054,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,game_total_10plus,"2023,2024,2025",3,3402,1051,0.3984,-0.0007,-0.0056,0.0053,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,team_won,"2023,2024,2025",3,2234,708,0.5,0.0007,0.0,0.002,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,team_post5_runs_2plus,"2023,2024,2025",3,2131,679,0.4816,0.0007,-0.015,0.0247,mixed_or_noisy
BD_L10_bucket,low_85_95,opponent_post5_runs_2plus,"2023,2024,2025",3,1972,648,0.4803,-0.0007,-0.0208,0.0167,mixed_or_noisy
BD_bucket,low_85_95,opponent_post5_runs_2plus,"2023,2024,2025",3,1972,648,0.4803,-0.0007,-0.0208,0.0167,mixed_or_noisy
BO_L5_bucket,high_105_115,game_total_9plus,"2023,2024,2025",3,1601,514,0.4978,-0.0007,-0.014,0.0176,mixed_or_noisy
BD_L5_bucket,high_105_115,team_runs_4plus,"2023,2024,2025",3,1478,463,0.5586,0.0007,-0.0021,0.0028,mixed_or_noisy
extra_innings_previous_game,no,team_f5_runs_2plus,"2023,2024,2025",3,13744,4527,0.5838,0.0006,-0.0015,0.004,mixed_or_noisy
starter_short_outing_previous_game,no,game_total_10plus,"2023,2024,2025",3,9923,3280,0.3985,-0.0006,-0.0112,0.0048,mixed_or_noisy
starter_short_outing_previous_game,no,team_post5_runs_2plus,"2023,2024,2025",3,9923,3280,0.4815,0.0006,-0.0047,0.0039,mixed_or_noisy
BO_L10_bucket,very_low_lt_85,f5_total_4plus,"2023,2024,2025",3,4179,1333,0.6254,-0.0006,-0.0064,0.0056,mixed_or_noisy
BO_bucket,very_low_lt_85,f5_total_4plus,"2023,2024,2025",3,4179,1333,0.6254,-0.0006,-0.0064,0.0056,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,team_runs_5plus,"2023,2024,2025",3,2587,824,0.4322,0.0006,-0.0235,0.0182,mixed_or_noisy
BD_chaos_bucket,avg_95_105,team_runs_5plus,"2023,2024,2025",3,1853,586,0.4322,0.0006,-0.0205,0.0134,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,team_runs_5plus,"2023,2024,2025",3,1220,390,0.4322,0.0006,-0.0468,0.032,mixed_or_noisy
extra_innings_previous_game,no,opponent_post5_runs_2plus,"2023,2024,2025",3,13744,4527,0.4815,0.0005,-0.0007,0.0028,mixed_or_noisy
bullpen_heavy_previous_game,no,opponent_runs_4plus,"2023,2024,2025",3,12166,3950,0.5574,-0.0005,-0.0065,0.0045,mixed_or_noisy
BO_gap_bucket,minus_15_or_worse,f5_total_4plus,"2023,2024,2025",3,5095,1663,0.6254,-0.0005,-0.0098,0.0068,mixed_or_noisy
BO_gap_bucket,plus_15_plus,f5_total_4plus,"2023,2024,2025",3,5095,1663,0.6254,-0.0005,-0.0098,0.0068,mixed_or_noisy
BO_L10_bucket,very_high_115_plus,opponent_runs_5plus,"2023,2024,2025",3,4604,1506,0.4321,0.0005,-0.0054,0.006,mixed_or_noisy
BO_bucket,very_high_115_plus,opponent_runs_5plus,"2023,2024,2025",3,4604,1506,0.4321,0.0005,-0.0054,0.006,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_9plus,"2023,2024,2025",3,1220,390,0.4979,-0.0005,-0.0352,0.0215,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,opponent_post5_runs_2plus,"2023,2024,2025",3,6294,1979,0.4806,-0.0004,-0.0111,0.0061,mixed_or_noisy
starter_short_outing_previous_game,yes,f5_total_4plus,"2023,2024,2025",3,5089,1662,0.6256,-0.0004,-0.0042,0.0037,mixed_or_noisy
BD_L5_bucket,very_low_lt_85,team_post5_runs_2plus,"2023,2024,2025",3,4438,1461,0.4806,-0.0004,-0.0142,0.0115,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,opponent_post5_runs_2plus,"2023,2024,2025",3,3121,955,0.4806,-0.0004,-0.0159,0.0187,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,high_55_70,team_post5_runs_2plus,"2023,2024,2025",3,1808,537,0.4806,-0.0004,-0.0119,0.0103,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,team_runs_4plus,"2023,2024,2025",3,1220,390,0.5575,-0.0004,-0.0538,0.0403,mixed_or_noisy
extra_innings_previous_game,no,team_post5_runs_2plus,"2023,2024,2025",3,13744,4527,0.4812,0.0003,-0.0005,0.0007,mixed_or_noisy
bullpen_heavy_previous_game,no,game_total_10plus,"2023,2024,2025",3,12166,3950,0.3988,-0.0003,-0.0074,0.0047,mixed_or_noisy
extra_innings_previous_game,no,team_won,"2023,2024,2025",3,13744,4527,0.4991,-0.0002,-0.0008,0.0003,mixed_or_noisy
starter_short_outing_previous_game,no,f5_total_4plus,"2023,2024,2025",3,9923,3280,0.6262,0.0002,-0.0018,0.0021,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,game_total_9plus,"2023,2024,2025",3,3402,1051,0.4986,0.0002,-0.0059,0.0104,mixed_or_noisy
BO_event_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,3135,938,0.4808,-0.0002,-0.0055,0.0101,mixed_or_noisy
BO_event_bucket,high_105_115,f5_total_4plus,"2023,2024,2025",3,2481,796,0.6262,0.0002,-0.0068,0.0069,mixed_or_noisy
BO_L10_bucket,low_85_95,team_post5_runs_2plus,"2023,2024,2025",3,1985,597,0.4807,-0.0002,-0.0073,0.0123,mixed_or_noisy
BO_bucket,low_85_95,team_post5_runs_2plus,"2023,2024,2025",3,1985,597,0.4807,-0.0002,-0.0073,0.0123,mixed_or_noisy
BO_L5_bucket,avg_95_105,f5_total_4plus,"2023,2024,2025",3,1684,531,0.6262,0.0002,-0.0105,0.0185,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,team_won,"2023,2024,2025",3,6526,2093,0.4992,-0.0001,-0.0089,0.0074,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,opponent_post5_runs_2plus,"2023,2024,2025",3,5053,1627,0.481,0.0001,-0.0121,0.0165,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,4841,1576,0.4811,0.0001,-0.012,0.0142,mixed_or_noisy
BO_event_bucket,avg_95_105,team_runs_4plus,"2023,2024,2025",3,3135,938,0.5579,-0.0001,-0.0052,0.0063,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_post5_runs_2plus,"2023,2024,2025",3,2542,786,0.4808,-0.0001,-0.024,0.0134,mixed_or_noisy
BO_L10_bucket,high_105_115,game_total_9plus,"2023,2024,2025",3,2073,656,0.4985,0.0001,-0.0336,0.0253,mixed_or_noisy
BO_bucket,high_105_115,game_total_9plus,"2023,2024,2025",3,2073,656,0.4985,0.0001,-0.0336,0.0253,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,game_total_9plus,"2023,2024,2025",3,2046,624,0.4986,0.0001,-0.028,0.0177,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,team_won,"2023,2024,2025",3,2046,624,0.4995,0.0001,0.0,0.0004,mixed_or_noisy
BD_L5_bucket,avg_95_105,team_won,"2023,2024,2025",3,1588,515,0.4993,-0.0001,-0.0262,0.0306,mixed_or_noisy
BD_L5_bucket,high_105_115,opponent_runs_4plus,"2023,2024,2025",3,1478,463,0.558,0.0001,-0.0086,0.0164,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,opponent_runs_5plus,"2023,2024,2025",3,9840,3214,0.4316,0.0,-0.0046,0.0076,mixed_or_noisy
BO_plus_tired_bullpen_tag,yes,opponent_runs_5plus,"2023,2024,2025",3,5172,1717,0.4316,-0.0,-0.0142,0.0084,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,game_total_9plus,"2023,2024,2025",3,5053,1627,0.4984,0.0,-0.0046,0.0028,mixed_or_noisy
BD_L10_bucket,avg_95_105,f5_total_4plus,"2023,2024,2025",3,2025,647,0.6259,-0.0,-0.0075,0.0103,mixed_or_noisy
BD_bucket,avg_95_105,f5_total_4plus,"2023,2024,2025",3,2025,647,0.6259,-0.0,-0.0075,0.0103,mixed_or_noisy
