avg_final_margin,avg_next_2_innings_opp_runs,avg_next_2_innings_team_runs,count,deficit_bucket,eventually_won_rate,gave_up_tie_or_lead_rate,held_to_win_rate,inning_bucket,lead_bucket,lead_cut_to_1_next_2_rate,lead_reduced_next_2_rate,note,offense_form_bucket,opponent_run_prevention_bucket,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,opponent_took_lead_later_rate,reduced_deficit_next_2_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,source,team_strength_bucket,tied_or_led_later_rate,took_lead_later_rate,within_1_next_2_rate
0.697,1.521,1.059,238,,,0.5882,0.5462,f5_1_5,up_2,0.5924,0.5924,leader_under_pressure,,,0.5126,0.7143,0.4958,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
2.622,1.172,1.704,233,,,0.3605,0.794,f5_1_5,up_2,0.4421,0.4421,leader_under_pressure,,,0.3991,0.5837,0.2361,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
1.33,1.339,0.691,233,,,0.2876,0.7854,late_7_plus,up_2,0.4807,0.4807,leader_under_pressure,,,0.4678,0.515,0.2403,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
2.682,0.966,0.627,233,,,0.0944,0.9485,late_7_plus,up_3,0.1845,0.4206,leader_under_pressure,,,0.4292,0.4764,0.0515,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-0.342,1.312,1.792,231,down_1,0.4113,,,middle_6,,,,high_tie_or_lead_rebound,,,,,,0.5368,0.4719,0.6537,comeback_by_deficit_inning_strength.csv,55_60,0.6061,0.5065,0.9784
2.614,1.311,1.544,228,,,0.4474,0.7632,early_1_3,up_2,0.4649,0.4649,leader_under_pressure,,,0.4342,0.5921,0.2982,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-4.227,1.351,1.396,225,down_4,0.0756,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.5111,0.44,0.6,comeback_by_deficit_inning_strength.csv,50_55,0.1422,0.08,0.1867
4.058,1.254,1.429,224,,,0.1786,0.9018,early_1_3,up_4,0.1161,0.4464,leader_under_pressure,,,0.3884,0.5446,0.1429,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
4.24,1.33,1.575,221,,,0.1538,0.9321,f5_1_5,up_4,0.1855,0.4253,leader_under_pressure,,,0.3937,0.5566,0.0905,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
3.845,1.032,1.059,220,,,0.05,0.9591,middle_6,up_4,0.1227,0.4045,leader_under_pressure,,,0.4045,0.5,0.0409,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
5.968,1.427,1.45,218,,,0.0872,0.922,early_1_3,up_5_plus,0.0459,0.5229,leader_under_pressure,,,0.4358,0.6239,0.078,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
-0.373,1.092,1.59,217,down_1,0.4147,,,middle_6,,,,high_tie_or_lead_rebound,,40_45,,,,0.4839,0.447,0.6267,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.5484,0.4516,1.0
4.738,1.252,1.776,214,,,0.1262,0.9346,middle_6,up_4,0.1262,0.4393,leader_under_pressure,,,0.4252,0.5327,0.0841,,,,lead_protection_by_lead_inning_team_strength.csv,50_55,,,
-6.455,1.787,1.355,211,down_5_plus,0.0616,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4692,0.4692,0.6398,comeback_by_deficit_inning_strength.csv,45_50,0.1043,0.0948,0.019
-3.719,1.429,1.395,210,down_3,0.1619,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.5429,0.5333,0.6905,comeback_by_deficit_inning_strength.csv,40_45,0.2762,0.2048,0.2238
-0.403,1.311,1.578,206,down_1,0.4078,,,f5_1_5,,,,high_tie_or_lead_rebound,,60_plus,,,,0.5388,0.466,0.6505,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.665,0.534,0.9612
-2.075,1.352,1.402,199,down_2,0.2663,,,early_1_3,,,,high_tie_or_lead_rebound,,lt_40,,,,0.5025,0.4171,0.598,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.5276,0.3668,0.5025
2.413,1.087,1.587,196,,,0.2857,0.7959,middle_6,up_2,0.398,0.398,leader_under_pressure,,,0.3622,0.4898,0.2245,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
-4.046,1.841,1.087,195,down_3,0.1231,,,early_1_3,,,,high_score_next_2_rebound,,40_45,,,,0.4667,0.3795,0.5641,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2513,0.1538,0.2256
-4.074,1.601,1.165,188,down_3,0.0691,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4894,0.4096,0.5691,comeback_by_deficit_inning_strength.csv,40_45,0.1436,0.0798,0.2181
-1.952,1.28,1.21,186,down_2,0.1935,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4409,0.4462,0.5753,comeback_by_deficit_inning_strength.csv,55_60,0.3333,0.2312,0.4409
-1.23,1.466,1.18,178,down_1,0.3371,,,middle_6,,,,high_tie_or_lead_rebound,,,,,,0.4494,0.382,0.5618,comeback_by_deficit_inning_strength.csv,40_45,0.5,0.3596,0.9831
-5.006,1.169,1.376,178,down_5_plus,0.1404,,,early_1_3,,,,high_score_next_2_rebound,,45_50,,,,0.4719,0.3989,0.573,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2022,0.1798,0.0449
-0.883,1.485,1.175,171,down_1,0.3626,,,f5_1_5,,,,high_tie_or_lead_rebound,,,,,,0.3626,0.3977,0.5263,comeback_by_deficit_inning_strength.csv,60_plus,0.5731,0.4503,0.9883
-1.894,1.712,1.371,170,down_2,0.3353,,,early_1_3,,,,high_tie_or_lead_rebound,,,,,,0.3824,0.4176,0.5353,comeback_by_deficit_inning_strength.csv,60_plus,0.4529,0.3824,0.3824
2.917,1.254,1.284,169,,,0.2722,0.8284,f5_1_5,up_3,0.2426,0.4142,leader_under_pressure,,,0.3787,0.5207,0.2071,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-1.781,1.432,1.497,169,down_2,0.2308,,,middle_6,,,,high_score_next_2_rebound,,40_45,,,,0.5207,0.497,0.6568,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.3373,0.2544,0.5207
-1.596,1.331,1.416,166,down_2,0.3193,,,f5_1_5,,,,high_tie_or_lead_rebound,,lt_40,,,,0.4819,0.4639,0.6325,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.4699,0.3976,0.4819
-4.091,1.752,1.455,165,down_4,0.0788,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4303,0.4424,0.5515,comeback_by_deficit_inning_strength.csv,55_60,0.1212,0.0909,0.1818
2.644,1.558,1.601,163,,,0.3558,0.7485,early_1_3,up_3,0.3067,0.454,leader_under_pressure,,,0.3926,0.5951,0.2761,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-3.503,1.491,1.712,163,down_4,0.1043,,,f5_1_5,,,,high_score_next_2_rebound,,40_45,,,,0.5521,0.5092,0.681,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2393,0.135,0.2638
0.006,1.626,1.026,155,,,0.6323,0.5226,middle_6,up_1,0.9871,0.5097,leader_under_pressure,,,0.4323,0.6194,0.5032,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
3.571,1.299,1.701,154,,,0.1883,0.8896,f5_1_5,up_3,0.2338,0.461,leader_under_pressure,,,0.4091,0.5584,0.1169,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-1.831,1.455,1.331,154,down_2,0.3052,,,early_1_3,,,,high_tie_or_lead_rebound,,60_plus,,,,0.4026,0.3636,0.5325,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.539,0.4026,0.4026
5.817,1.19,1.216,153,,,0.0784,0.9673,f5_1_5,up_5_plus,0.0588,0.4183,leader_under_pressure,,,0.3529,0.4706,0.0719,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-4.425,1.81,1.333,153,down_4,0.085,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4641,0.3333,0.5817,comeback_by_deficit_inning_strength.csv,40_45,0.1046,0.085,0.1046
3.243,1.162,1.655,148,,,0.1419,0.8851,middle_6,up_3,0.2432,0.3649,leader_under_pressure,,,0.3919,0.527,0.1284,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
-2.099,1.514,1.035,142,down_2,0.2535,,,f5_1_5,,,,high_tie_or_lead_rebound,,60_plus,,,,0.4225,0.2887,0.507,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.4507,0.2887,0.4225
-4.113,1.444,1.359,142,down_4,0.0634,,,middle_6,,,,high_score_next_2_rebound,,55_60,,,,0.493,0.4718,0.5845,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.0986,0.0704,0.1408
-3.094,1.5,1.283,138,down_3,0.1087,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4493,0.4058,0.5507,comeback_by_deficit_inning_strength.csv,55_60,0.1377,0.1087,0.2536
4.574,1.103,1.213,136,,,0.1618,0.9412,early_1_3,up_4,0.0956,0.4412,leader_under_pressure,,,0.375,0.5956,0.0809,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
2.459,1.752,1.06,133,,,0.3684,0.7895,f5_1_5,up_3,0.406,0.5188,leader_under_pressure,,,0.4737,0.6015,0.2481,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-1.0,1.485,1.377,130,down_1,0.3077,,,middle_6,,,,high_tie_or_lead_rebound,,,,,,0.4615,0.4769,0.5154,comeback_by_deficit_inning_strength.csv,lt_40,0.5462,0.3692,0.9923
0.302,1.442,0.93,129,,,0.5426,0.5349,middle_6,up_1,0.9922,0.4264,leader_under_pressure,,,0.3876,0.5349,0.5039,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
6.519,1.326,1.349,129,,,0.0,1.0,f5_1_5,up_5_plus,0.0155,0.4109,leader_under_pressure,,,0.4109,0.5814,0.0,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
3.224,1.896,1.536,125,,,0.272,0.776,early_1_3,up_3,0.312,0.464,leader_under_pressure,,,0.432,0.568,0.256,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-5.88,1.184,1.624,125,down_5_plus,0.096,,,f5_1_5,,,,high_score_next_2_rebound,,60_plus,,,,0.488,0.392,0.552,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.096,0.096,0.064
-2.371,1.718,1.258,124,down_2,0.1694,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4516,0.4677,0.5806,comeback_by_deficit_inning_strength.csv,lt_40,0.3306,0.2339,0.4516
1.605,1.563,1.437,119,,,0.3025,0.7563,middle_6,up_2,0.4538,0.4538,leader_under_pressure,,,0.4454,0.6134,0.2773,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-6.12,1.496,2.043,117,down_5_plus,0.1026,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4786,0.4957,0.5641,comeback_by_deficit_inning_strength.csv,60_plus,0.1453,0.1282,0.1624
-3.776,1.897,1.69,116,down_3,0.1034,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4224,0.5086,0.6552,comeback_by_deficit_inning_strength.csv,60_plus,0.2759,0.1638,0.2759
-5.75,1.216,1.578,116,down_5_plus,0.1552,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.5172,0.4052,0.5948,comeback_by_deficit_inning_strength.csv,40_45,0.1897,0.1552,0.069
-3.696,1.974,1.357,115,down_3,0.1739,,,f5_1_5,,,,high_score_next_2_rebound,,lt_40,,,,0.4435,0.4348,0.5652,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.287,0.2087,0.287
0.805,1.186,1.035,113,,,0.5044,0.6549,middle_6,up_1,0.9912,0.3805,leader_under_pressure,,,0.354,0.469,0.3717,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
4.232,1.402,1.527,112,,,0.1161,0.9375,middle_6,up_4,0.1518,0.4554,leader_under_pressure,,,0.4375,0.5714,0.0625,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
0.676,1.937,1.027,111,,,0.5495,0.5766,middle_6,up_2,0.6577,0.6577,leader_under_pressure,,,0.5766,0.7117,0.4685,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-3.063,1.784,1.712,111,down_3,0.2072,,,early_1_3,,,,high_score_next_2_rebound,,lt_40,,,,0.5586,0.5586,0.7568,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.3514,0.2613,0.3514
6.191,1.218,1.527,110,,,0.1909,0.8455,early_1_3,up_5_plus,0.0091,0.5,leader_under_pressure,,,0.3636,0.5455,0.1545,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
4.306,1.361,1.454,108,,,0.1111,0.9444,f5_1_5,up_4,0.1296,0.4352,leader_under_pressure,,,0.3889,0.5278,0.0741,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
2.897,1.57,1.551,107,,,0.215,0.8505,middle_6,up_3,0.2897,0.4766,leader_under_pressure,,,0.4486,0.5794,0.1589,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
6.349,1.538,1.472,106,,,0.0,1.0,middle_6,up_5_plus,0.0189,0.4245,leader_under_pressure,,,0.434,0.5377,0.0,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-0.783,1.585,1.415,106,down_1,0.3868,,,middle_6,,,,high_tie_or_lead_rebound,,lt_40,,,,0.434,0.3491,0.5755,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.566,0.4623,0.9717
-3.406,1.566,1.717,106,down_4,0.1792,,,early_1_3,,,,high_score_next_2_rebound,,40_45,,,,0.566,0.4528,0.6981,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2358,0.1887,0.1698
2.771,1.771,1.429,105,,,0.2762,0.8095,f5_1_5,up_4,0.219,0.619,leader_under_pressure,,,0.4476,0.6476,0.2095,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-3.699,1.466,1.476,103,down_4,0.1359,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4854,0.4175,0.5728,comeback_by_deficit_inning_strength.csv,55_60,0.2913,0.2524,0.2233
-5.845,1.738,1.388,103,down_5_plus,0.068,,,f5_1_5,,,,high_score_next_2_rebound,,lt_40,,,,0.4563,0.3883,0.5631,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.1165,0.0971,0.068
-4.851,1.03,1.228,101,down_5_plus,0.1683,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4653,0.4059,0.5644,comeback_by_deficit_inning_strength.csv,55_60,0.1782,0.1782,0.0396
6.74,1.21,1.5,100,,,0.03,0.99,middle_6,up_5_plus,0.02,0.47,leader_under_pressure,,,0.37,0.55,0.01,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
