candidate_id,derivative_type,market_ticker,settlement_horizon,inning,half_inning,blocked_reason,baseline_source,overall_watch_score,market_mismatch_score,created_at,paper_setup_id,outcome,good_entry_label,net_pnl_cents
946,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,9,bottom,market_nearly_settled,first_discovery,69.4,88.0,2026-06-15T23:05:59.833240,28,unknown,possible_value,
947,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,5,top,,first_discovery,86.5,100.0,2026-06-15T23:05:59.834947,32,unknown,possible_value,
948,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,5,bottom,,first_discovery,86.5,100.0,2026-06-15T23:09:59.887866,32,unknown,possible_value,
949,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,5,bottom,rally_still_active,first_discovery,86.5,100.0,2026-06-15T23:12:59.924462,32,unknown,possible_value,
950,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,5,bottom,rally_still_active,first_discovery,86.5,100.0,2026-06-15T23:16:59.970956,32,unknown,possible_value,
951,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,5,bottom,,first_discovery,86.5,100.0,2026-06-15T23:21:00.286771,32,unknown,possible_value,
952,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,6,top,,first_discovery,86.5,100.0,2026-06-15T23:23:00.309518,32,unknown,possible_value,
953,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,6,top,rally_still_active,first_discovery,86.5,100.0,2026-06-15T23:24:00.321414,32,unknown,possible_value,
954,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,6,bottom,,first_discovery,86.5,100.0,2026-06-15T23:32:00.418973,32,unknown,possible_value,
955,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,6,bottom,rally_still_active,first_discovery,86.5,100.0,2026-06-15T23:36:00.464893,32,unknown,possible_value,
