combo,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,min_rate,max_rate,rate_range,avg_lift,min_lift,max_lift,stability_label
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,f5_total_5plus,"2023,2024,2025",3,1261,379,0.4907,0.4491,0.5244,0.0753,-0.0157,-0.0466,0.0062,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,game_total_10plus,"2023,2024,2025",3,1261,379,0.3949,0.338,0.4378,0.0998,-0.0042,-0.0425,0.0179,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,game_total_9plus,"2023,2024,2025",3,1261,379,0.5069,0.4653,0.5356,0.0703,0.0085,-0.021,0.0345,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,opponent_blew_early_small_lead,"2023,2024,2025",3,1261,379,0.2509,0.2315,0.2889,0.0574,-0.03,-0.0555,0.0036,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,opponent_runs_4plus,"2023,2024,2025",3,1261,379,0.5565,0.5394,0.5733,0.0339,-0.0015,-0.0106,0.0074,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,opponent_runs_5plus,"2023,2024,2025",3,1261,379,0.429,0.3843,0.4622,0.0779,-0.0025,-0.0409,0.024,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_early_deficit_scored_next2,"2023,2024,2025",3,1261,379,0.3082,0.2894,0.3422,0.0528,-0.0166,-0.035,0.0106,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1261,379,0.2509,0.2315,0.2889,0.0574,-0.03,-0.0555,0.0036,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_f5_runs_2plus,"2023,2024,2025",3,1261,379,0.5706,0.537,0.5889,0.0519,-0.0126,-0.0425,0.0104,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_post5_runs_2plus,"2023,2024,2025",3,1261,379,0.4822,0.4565,0.5156,0.0591,0.0012,-0.0136,0.0201,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_runs_4plus,"2023,2024,2025",3,1261,379,0.5628,0.5486,0.5911,0.0425,0.0049,-0.0014,0.0166,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_runs_5plus,"2023,2024,2025",3,1261,379,0.4468,0.4375,0.4622,0.0247,0.0152,0.0093,0.024,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_trailed_early_1to3,"2023,2024,2025",3,1261,379,0.4842,0.456,0.5111,0.0551,-0.0039,-0.0266,0.0222,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__high_60_75,team_won,"2023,2024,2025",3,1261,379,0.5007,0.4889,0.5093,0.0204,0.0014,-0.0111,0.0113,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,f5_total_4plus,"2023,2024,2025",3,1247,389,0.6222,0.5916,0.6427,0.0511,-0.0038,-0.031,0.0111,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,f5_total_5plus,"2023,2024,2025",3,1247,389,0.4998,0.4554,0.522,0.0666,-0.0066,-0.0371,0.0263,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,game_total_10plus,"2023,2024,2025",3,1247,389,0.3909,0.349,0.4293,0.0803,-0.0082,-0.0421,0.0138,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,game_total_9plus,"2023,2024,2025",3,1247,389,0.4915,0.4406,0.5198,0.0792,-0.0069,-0.0447,0.0335,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,opponent_blew_early_small_lead,"2023,2024,2025",3,1247,389,0.2855,0.2648,0.2996,0.0348,0.0046,-0.0205,0.0299,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,opponent_runs_4plus,"2023,2024,2025",3,1247,389,0.5558,0.5149,0.5887,0.0738,-0.0021,-0.0344,0.0142,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,opponent_runs_5plus,"2023,2024,2025",3,1247,389,0.4386,0.396,0.4648,0.0688,0.007,-0.0206,0.0396,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_early_deficit_scored_next2,"2023,2024,2025",3,1247,389,0.3392,0.3342,0.3465,0.0123,0.0145,0.0026,0.0222,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1247,389,0.2855,0.2648,0.2996,0.0348,0.0046,-0.0205,0.0299,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_f5_runs_2plus,"2023,2024,2025",3,1247,389,0.5821,0.5644,0.5938,0.0294,-0.001,-0.011,0.0086,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_post5_runs_2plus,"2023,2024,2025",3,1247,389,0.4656,0.4381,0.4807,0.0426,-0.0154,-0.032,0.0007,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_runs_4plus,"2023,2024,2025",3,1247,389,0.5454,0.5322,0.5578,0.0256,-0.0125,-0.0171,-0.0037,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_runs_5plus,"2023,2024,2025",3,1247,389,0.4237,0.4059,0.4422,0.0363,-0.0079,-0.0107,-0.0023,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_trailed_early_1to3,"2023,2024,2025",3,1247,389,0.4851,0.4679,0.5022,0.0343,-0.003,-0.021,0.0196,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__below_avg_30_45,team_won,"2023,2024,2025",3,1247,389,0.5024,0.478,0.5219,0.0439,0.0031,-0.02,0.0219,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,f5_total_4plus,"2023,2024,2025",3,1239,357,0.6102,0.6004,0.6218,0.0214,-0.0157,-0.0257,-0.0008,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,f5_total_5plus,"2023,2024,2025",3,1239,357,0.4913,0.4846,0.5047,0.0201,-0.0151,-0.0263,-0.0079,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,game_total_10plus,"2023,2024,2025",3,1239,357,0.3821,0.3559,0.4009,0.045,-0.017,-0.0248,-0.0017,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,game_total_9plus,"2023,2024,2025",3,1239,357,0.4831,0.4651,0.5024,0.0373,-0.0153,-0.0213,-0.0035,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,opponent_blew_early_small_lead,"2023,2024,2025",3,1239,357,0.263,0.2511,0.2689,0.0178,-0.0179,-0.0188,-0.0164,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,opponent_runs_4plus,"2023,2024,2025",3,1239,357,0.5468,0.533,0.5611,0.0281,-0.0112,-0.0415,0.0111,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,opponent_runs_5plus,"2023,2024,2025",3,1239,357,0.426,0.4057,0.441,0.0353,-0.0055,-0.0472,0.0158,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_early_deficit_scored_next2,"2023,2024,2025",3,1239,357,0.3076,0.2991,0.3184,0.0193,-0.0172,-0.0226,-0.0132,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1239,357,0.263,0.2511,0.2689,0.0178,-0.0179,-0.0188,-0.0164,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_f5_runs_2plus,"2023,2024,2025",3,1239,357,0.5642,0.5568,0.5755,0.0187,-0.019,-0.0227,-0.0152,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_post5_runs_2plus,"2023,2024,2025",3,1239,357,0.4867,0.4476,0.5126,0.065,0.0058,-0.0297,0.0425,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_runs_4plus,"2023,2024,2025",3,1239,357,0.5583,0.5087,0.6061,0.0974,0.0004,-0.0413,0.0316,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_runs_5plus,"2023,2024,2025",3,1239,357,0.4311,0.3712,0.4906,0.1194,-0.0005,-0.054,0.0377,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_trailed_early_1to3,"2023,2024,2025",3,1239,357,0.466,0.4434,0.4869,0.0435,-0.022,-0.0455,0.0043,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__45_50,team_won,"2023,2024,2025",3,1239,357,0.5013,0.4782,0.5354,0.0572,0.0019,-0.0198,0.0354,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,f5_total_4plus,"2023,2024,2025",3,1224,392,0.6071,0.6038,0.6122,0.0084,-0.0189,-0.0304,-0.0104,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,f5_total_5plus,"2023,2024,2025",3,1224,392,0.4727,0.4552,0.5012,0.046,-0.0337,-0.0405,-0.0298,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,game_total_10plus,"2023,2024,2025",3,1224,392,0.397,0.3511,0.4344,0.0833,-0.0021,-0.0294,0.0145,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,game_total_9plus,"2023,2024,2025",3,1224,392,0.4833,0.4552,0.5203,0.0651,-0.0151,-0.0311,-0.0034,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,opponent_blew_early_small_lead,"2023,2024,2025",3,1224,392,0.2629,0.1961,0.3061,0.11,-0.018,-0.0736,0.0184,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,opponent_runs_4plus,"2023,2024,2025",3,1224,392,0.543,0.4964,0.5943,0.0979,-0.0149,-0.0536,0.0198,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,opponent_runs_5plus,"2023,2024,2025",3,1224,392,0.4294,0.4044,0.4654,0.061,-0.0022,-0.0208,0.0125,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_early_deficit_scored_next2,"2023,2024,2025",3,1224,392,0.3034,0.2542,0.3291,0.0749,-0.0213,-0.0606,0.0012,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1224,392,0.2629,0.1961,0.3061,0.11,-0.018,-0.0736,0.0184,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_f5_runs_2plus,"2023,2024,2025",3,1224,392,0.5707,0.5206,0.6253,0.1047,-0.0124,-0.0589,0.0308,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_post5_runs_2plus,"2023,2024,2025",3,1224,392,0.4914,0.4749,0.5102,0.0353,0.0104,-0.0206,0.0401,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_runs_4plus,"2023,2024,2025",3,1224,392,0.5636,0.5424,0.5847,0.0423,0.0057,-0.0076,0.0145,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_runs_5plus,"2023,2024,2025",3,1224,392,0.4404,0.3898,0.4773,0.0875,0.0088,-0.0354,0.0375,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_trailed_early_1to3,"2023,2024,2025",3,1224,392,0.4775,0.4479,0.5,0.0521,-0.0106,-0.0347,0.0073,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,high_60_75__avg_45_60,team_won,"2023,2024,2025",3,1224,392,0.5029,0.4845,0.5255,0.041,0.0036,-0.0155,0.0255,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,f5_total_4plus,"2023,2024,2025",3,1221,372,0.6334,0.6111,0.6478,0.0367,0.0074,-0.01,0.0252,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,f5_total_5plus,"2023,2024,2025",3,1221,372,0.5212,0.4947,0.5393,0.0446,0.0148,-0.001,0.0371,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,game_total_10plus,"2023,2024,2025",3,1221,372,0.3974,0.3757,0.4374,0.0617,-0.0017,-0.0121,0.0117,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,game_total_9plus,"2023,2024,2025",3,1221,372,0.5102,0.4866,0.552,0.0654,0.0118,0.0013,0.0283,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,opponent_blew_early_small_lead,"2023,2024,2025",3,1221,372,0.2828,0.2646,0.3015,0.0369,0.0019,-0.0054,0.0162,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,opponent_runs_4plus,"2023,2024,2025",3,1221,372,0.5414,0.5108,0.5711,0.0603,-0.0165,-0.0385,-0.0034,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,opponent_runs_5plus,"2023,2024,2025",3,1221,372,0.4013,0.3656,0.4522,0.0866,-0.0302,-0.051,-0.0007,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_early_deficit_scored_next2,"2023,2024,2025",3,1221,372,0.3204,0.2857,0.3503,0.0646,-0.0043,-0.0291,0.0187,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1221,372,0.2828,0.2646,0.3015,0.0369,0.0019,-0.0054,0.0162,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_f5_runs_2plus,"2023,2024,2025",3,1221,372,0.6142,0.5945,0.6344,0.0399,0.0311,0.0,0.059,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_post5_runs_2plus,"2023,2024,2025",3,1221,372,0.4807,0.4301,0.5132,0.0831,-0.0002,-0.04,0.0359,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_runs_4plus,"2023,2024,2025",3,1221,372,0.5831,0.5732,0.5941,0.0209,0.0252,-0.0013,0.0448,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_runs_5plus,"2023,2024,2025",3,1221,372,0.4552,0.4352,0.4735,0.0383,0.0237,-0.0177,0.0483,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_trailed_early_1to3,"2023,2024,2025",3,1221,372,0.4648,0.4392,0.482,0.0428,-0.0233,-0.0434,-0.0069,mixed_or_noisy
team_l10_f5_rpg_bucket+opponent_l10_f5_allowed_bucket,low_lt_3_5__mid_3_5_4_5,team_won,"2023,2024,2025",3,1221,372,0.5294,0.4947,0.5565,0.0618,0.0301,-0.0053,0.0565,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,f5_total_4plus,"2023,2024,2025",3,1152,353,0.6387,0.6147,0.6708,0.0561,0.0128,-0.0195,0.0497,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,f5_total_5plus,"2023,2024,2025",3,1152,353,0.5128,0.4849,0.5297,0.0448,0.0064,-0.0076,0.028,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,game_total_10plus,"2023,2024,2025",3,1152,353,0.3797,0.3417,0.4533,0.1116,-0.0194,-0.0494,0.0276,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,game_total_9plus,"2023,2024,2025",3,1152,353,0.4843,0.4497,0.5467,0.097,-0.0142,-0.0356,0.023,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,opponent_blew_early_small_lead,"2023,2024,2025",3,1152,353,0.292,0.2739,0.3017,0.0278,0.0111,-0.0138,0.032,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,opponent_runs_4plus,"2023,2024,2025",3,1152,353,0.5778,0.5586,0.6119,0.0533,0.0198,0.0086,0.0374,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,opponent_runs_5plus,"2023,2024,2025",3,1152,353,0.4457,0.4239,0.4759,0.052,0.0141,-0.0013,0.023,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_early_deficit_scored_next2,"2023,2024,2025",3,1152,353,0.3344,0.3015,0.3626,0.0611,0.0097,-0.0264,0.031,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1152,353,0.292,0.2739,0.3017,0.0278,0.0111,-0.0138,0.032,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_f5_runs_2plus,"2023,2024,2025",3,1152,353,0.5834,0.5804,0.5864,0.006,0.0003,-0.0081,0.005,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_post5_runs_2plus,"2023,2024,2025",3,1152,353,0.4687,0.4264,0.5326,0.1062,-0.0122,-0.0509,0.0371,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_runs_4plus,"2023,2024,2025",3,1152,353,0.5597,0.5162,0.6176,0.1014,0.0017,-0.0338,0.0431,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_runs_5plus,"2023,2024,2025",3,1152,353,0.4207,0.3995,0.4561,0.0566,-0.0109,-0.0187,0.0032,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_trailed_early_1to3,"2023,2024,2025",3,1152,353,0.5113,0.4975,0.5237,0.0262,0.0232,0.0048,0.0411,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__high_60_75,team_won,"2023,2024,2025",3,1152,353,0.4934,0.4874,0.5014,0.014,-0.006,-0.0126,0.0014,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,f5_total_4plus,"2023,2024,2025",3,1121,343,0.6485,0.6231,0.6753,0.0522,0.0226,0.0005,0.0542,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,f5_total_5plus,"2023,2024,2025",3,1121,343,0.5177,0.459,0.5722,0.1132,0.0113,-0.0335,0.0765,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,game_total_10plus,"2023,2024,2025",3,1121,343,0.4054,0.3995,0.414,0.0145,0.0063,-0.0117,0.019,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,game_total_9plus,"2023,2024,2025",3,1121,343,0.5008,0.4821,0.5129,0.0308,0.0023,-0.0164,0.0266,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,opponent_blew_early_small_lead,"2023,2024,2025",3,1121,343,0.2655,0.25,0.2799,0.0299,-0.0154,-0.021,-0.0054,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,opponent_runs_4plus,"2023,2024,2025",3,1121,343,0.5879,0.5452,0.6289,0.0837,0.03,-0.0293,0.0789,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,opponent_runs_5plus,"2023,2024,2025",3,1121,343,0.4673,0.4462,0.484,0.0378,0.0357,0.0296,0.0464,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,team_early_deficit_scored_next2,"2023,2024,2025",3,1121,343,0.3111,0.2846,0.3265,0.0419,-0.0137,-0.0433,0.0074,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1121,343,0.2655,0.25,0.2799,0.0299,-0.0154,-0.021,-0.0054,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,team_post5_runs_2plus,"2023,2024,2025",3,1121,343,0.472,0.4459,0.4949,0.049,-0.009,-0.0314,0.0248,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,team_runs_5plus,"2023,2024,2025",3,1121,343,0.3922,0.3718,0.4052,0.0334,-0.0394,-0.0477,-0.0257,mixed_or_noisy
home_away+opponent_strength_bucket,away__55_60,team_trailed_early_1to3,"2023,2024,2025",3,1121,343,0.5139,0.5,0.5256,0.0256,0.0258,0.0174,0.0329,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,f5_total_4plus,"2023,2024,2025",3,1116,264,0.6331,0.6107,0.6667,0.056,0.0072,-0.0122,0.0441,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,f5_total_5plus,"2023,2024,2025",3,1116,264,0.5079,0.4962,0.5152,0.019,0.0015,-0.0188,0.0227,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,game_total_10plus,"2023,2024,2025",3,1116,264,0.3708,0.3435,0.4091,0.0656,-0.0283,-0.0659,0.018,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,opponent_blew_early_small_lead,"2023,2024,2025",3,1116,264,0.2859,0.2824,0.2917,0.0093,0.005,-0.0018,0.0127,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,opponent_runs_4plus,"2023,2024,2025",3,1116,264,0.5346,0.5076,0.5732,0.0656,-0.0234,-0.0417,-0.0013,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,opponent_runs_5plus,"2023,2024,2025",3,1116,264,0.3979,0.3788,0.4085,0.0297,-0.0336,-0.0444,-0.0187,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_early_deficit_scored_next2,"2023,2024,2025",3,1116,264,0.3345,0.3225,0.3476,0.0251,0.0097,0.0054,0.016,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,1116,264,0.2859,0.2824,0.2917,0.0093,0.005,-0.0018,0.0127,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_f5_runs_2plus,"2023,2024,2025",3,1116,264,0.5894,0.5762,0.6023,0.0261,0.0063,-0.0183,0.0269,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_post5_runs_2plus,"2023,2024,2025",3,1116,264,0.444,0.4242,0.4726,0.0484,-0.037,-0.0459,-0.0229,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_runs_4plus,"2023,2024,2025",3,1116,264,0.5346,0.5076,0.5732,0.0656,-0.0234,-0.0417,-0.0013,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_runs_5plus,"2023,2024,2025",3,1116,264,0.3979,0.3788,0.4085,0.0297,-0.0336,-0.0444,-0.0187,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_trailed_early_1to3,"2023,2024,2025",3,1116,264,0.4987,0.4885,0.5076,0.0191,0.0106,0.0059,0.0149,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__45_50,team_won,"2023,2024,2025",3,1116,264,0.5,0.5,0.5,0.0,0.0007,0.0,0.002,mixed_or_noisy
home_away+opponent_strength_bucket,home__55_60,f5_total_4plus,"2023,2024,2025",3,1099,325,0.6212,0.5876,0.6451,0.0575,-0.0048,-0.035,0.024,mixed_or_noisy
home_away+opponent_strength_bucket,home__55_60,f5_total_5plus,"2023,2024,2025",3,1099,325,0.5168,0.4716,0.5466,0.075,0.0104,-0.0209,0.0509,mixed_or_noisy
home_away+opponent_strength_bucket,home__55_60,game_total_10plus,"2023,2024,2025",3,1099,325,0.4268,0.4021,0.4585,0.0564,0.0277,0.011,0.0392,mixed_or_noisy
home_away+opponent_strength_bucket,home__55_60,game_total_9plus,"2023,2024,2025",3,1099,325,0.5206,0.4923,0.5385,0.0462,0.0222,0.007,0.0448,mixed_or_noisy
home_away+opponent_strength_bucket,home__55_60,opponent_blew_early_small_lead,"2023,2024,2025",3,1099,325,0.2938,0.2835,0.3077,0.0242,0.0129,-0.0042,0.0224,mixed_or_noisy
home_away+opponent_strength_bucket,home__55_60,opponent_runs_4plus,"2023,2024,2025",3,1099,325,0.5939,0.5619,0.6369,0.075,0.036,0.0126,0.0624,mixed_or_noisy
home_away+opponent_strength_bucket,home__55_60,opponent_runs_5plus,"2023,2024,2025",3,1099,325,0.4796,0.4149,0.5446,0.1297,0.048,-0.0017,0.0917,mixed_or_noisy
