season,combo,feature_value,outcome,count,feature_rate,baseline_rate,lift
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_blew_early_small_lead,470,0.3277,0.2697,0.058
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_blew_early_small_lead,492,0.315,0.2877,0.0273
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_runs_4plus,354,0.6328,0.5745,0.0583
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_runs_4plus,470,0.5149,0.55,-0.0351
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_runs_4plus,492,0.5081,0.5493,-0.0412
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_runs_5plus,354,0.5113,0.4529,0.0584
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_runs_5plus,470,0.4106,0.4252,-0.0146
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,opponent_runs_5plus,492,0.3801,0.4166,-0.0365
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_early_deficit_scored_next2,354,0.3842,0.3316,0.0526
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_early_deficit_scored_next2,470,0.3745,0.3148,0.0597
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_early_deficit_scored_next2,492,0.3862,0.3279,0.0583
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_early_deficit_tied_or_led_later,354,0.3362,0.2853,0.0509
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_early_deficit_tied_or_led_later,470,0.3277,0.2697,0.058
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_early_deficit_tied_or_led_later,492,0.315,0.2877,0.0273
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_f5_runs_2plus,354,0.5932,0.5945,-0.0013
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_f5_runs_2plus,470,0.5809,0.5795,0.0014
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_f5_runs_2plus,492,0.6016,0.5754,0.0262
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_post5_runs_2plus,354,0.5028,0.4955,0.0073
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_post5_runs_2plus,470,0.4468,0.4773,-0.0305
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_post5_runs_2plus,492,0.4431,0.4701,-0.027
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_runs_4plus,354,0.5791,0.5745,0.0046
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_runs_4plus,470,0.5426,0.55,-0.0074
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_runs_4plus,492,0.5955,0.5493,0.0462
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_runs_5plus,354,0.4266,0.4529,-0.0263
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_runs_5plus,470,0.4064,0.4252,-0.0188
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_runs_5plus,492,0.4065,0.4166,-0.0101
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_trailed_early_1to3,354,0.5339,0.4889,0.045
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_trailed_early_1to3,470,0.534,0.4826,0.0514
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_trailed_early_1to3,492,0.5244,0.4927,0.0317
2023,home_away+l10_rpg_bucket,home__low_lt_3_5,team_won,354,0.4605,0.5,-0.0395
2024,home_away+l10_rpg_bucket,home__low_lt_3_5,team_won,470,0.5213,0.498,0.0233
2025,home_away+l10_rpg_bucket,home__low_lt_3_5,team_won,492,0.5142,0.5,0.0142
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,f5_total_4plus,798,0.619,0.6342,-0.0152
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,f5_total_4plus,877,0.6192,0.6211,-0.0019
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,f5_total_4plus,775,0.64,0.6226,0.0174
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,f5_total_5plus,798,0.5175,0.531,-0.0135
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,f5_total_5plus,877,0.4937,0.4957,-0.002
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,f5_total_5plus,775,0.5084,0.4925,0.0159
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,game_total_10plus,798,0.4123,0.4257,-0.0134
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,game_total_10plus,877,0.3877,0.3805,0.0072
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,game_total_10plus,775,0.4116,0.3911,0.0205
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,game_total_9plus,798,0.5038,0.5237,-0.0199
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,game_total_9plus,877,0.4835,0.4863,-0.0028
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,game_total_9plus,775,0.4994,0.4853,0.0141
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_blew_early_small_lead,798,0.2882,0.2853,0.0029
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_blew_early_small_lead,877,0.2873,0.2697,0.0176
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_blew_early_small_lead,775,0.2942,0.2877,0.0065
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_runs_4plus,798,0.5689,0.5745,-0.0056
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_runs_4plus,877,0.5564,0.55,0.0064
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_runs_4plus,775,0.5355,0.5493,-0.0138
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_runs_5plus,798,0.4524,0.4529,-0.0005
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_runs_5plus,877,0.4344,0.4252,0.0092
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,opponent_runs_5plus,775,0.4103,0.4166,-0.0063
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_early_deficit_scored_next2,798,0.3722,0.3316,0.0406
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_early_deficit_scored_next2,877,0.3364,0.3148,0.0216
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_early_deficit_scored_next2,775,0.3677,0.3279,0.0398
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_early_deficit_tied_or_led_later,798,0.2882,0.2853,0.0029
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_early_deficit_tied_or_led_later,877,0.2873,0.2697,0.0176
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_early_deficit_tied_or_led_later,775,0.2942,0.2877,0.0065
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_f5_runs_2plus,798,0.589,0.5945,-0.0055
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_f5_runs_2plus,877,0.5884,0.5795,0.0089
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_f5_runs_2plus,775,0.6232,0.5754,0.0478
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_post5_runs_2plus,798,0.4599,0.4955,-0.0356
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_post5_runs_2plus,877,0.4413,0.4773,-0.036
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_post5_runs_2plus,775,0.4439,0.4701,-0.0262
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_runs_4plus,798,0.5526,0.5745,-0.0219
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_runs_4plus,877,0.5416,0.55,-0.0084
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_runs_4plus,775,0.5665,0.5493,0.0172
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_runs_5plus,798,0.4261,0.4529,-0.0268
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_runs_5plus,877,0.4048,0.4252,-0.0204
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_runs_5plus,775,0.4335,0.4166,0.0169
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_trailed_early_1to3,798,0.5,0.4889,0.0111
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_trailed_early_1to3,877,0.4994,0.4826,0.0168
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_trailed_early_1to3,775,0.4968,0.4927,0.0041
2023,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_won,798,0.5188,0.5,0.0188
2024,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_won,877,0.4994,0.498,0.0014
2025,home_away+l10_rpg_bucket,home__mid_3_5_4_5,team_won,775,0.5406,0.5,0.0406
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,f5_total_4plus,530,0.6434,0.6342,0.0092
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,f5_total_4plus,425,0.6541,0.6211,0.033
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,f5_total_4plus,474,0.597,0.6226,-0.0256
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,f5_total_5plus,530,0.5321,0.531,0.0011
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,f5_total_5plus,425,0.4988,0.4957,0.0031
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,f5_total_5plus,474,0.4726,0.4925,-0.0199
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,game_total_10plus,530,0.4283,0.4257,0.0026
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,game_total_10plus,425,0.4424,0.3805,0.0619
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,game_total_10plus,474,0.3903,0.3911,-0.0008
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,game_total_9plus,530,0.5245,0.5237,0.0008
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,game_total_9plus,425,0.5388,0.4863,0.0525
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,game_total_9plus,474,0.4662,0.4853,-0.0191
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_blew_early_small_lead,530,0.3189,0.2853,0.0336
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_blew_early_small_lead,425,0.3153,0.2697,0.0456
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_blew_early_small_lead,474,0.3122,0.2877,0.0245
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_runs_4plus,530,0.5623,0.5745,-0.0122
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_runs_4plus,425,0.56,0.55,0.01
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_runs_4plus,474,0.5211,0.5493,-0.0282
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_runs_5plus,530,0.434,0.4529,-0.0189
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_runs_5plus,425,0.4212,0.4252,-0.004
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,opponent_runs_5plus,474,0.4198,0.4166,0.0032
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_early_deficit_scored_next2,530,0.3698,0.3316,0.0382
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_early_deficit_scored_next2,425,0.3906,0.3148,0.0758
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_early_deficit_scored_next2,474,0.3544,0.3279,0.0265
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_early_deficit_tied_or_led_later,530,0.3189,0.2853,0.0336
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_early_deficit_tied_or_led_later,425,0.3153,0.2697,0.0456
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_early_deficit_tied_or_led_later,474,0.3122,0.2877,0.0245
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_f5_runs_2plus,530,0.6302,0.5945,0.0357
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_f5_runs_2plus,425,0.6282,0.5795,0.0487
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_f5_runs_2plus,474,0.5527,0.5754,-0.0227
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_post5_runs_2plus,530,0.4453,0.4955,-0.0502
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_post5_runs_2plus,425,0.5012,0.4773,0.0239
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_post5_runs_2plus,474,0.4852,0.4701,0.0151
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_runs_4plus,530,0.5925,0.5745,0.018
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_runs_4plus,425,0.5812,0.55,0.0312
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_runs_4plus,474,0.5654,0.5493,0.0161
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_runs_5plus,530,0.4849,0.4529,0.032
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_runs_5plus,425,0.4729,0.4252,0.0477
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_runs_5plus,474,0.4346,0.4166,0.018
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_trailed_early_1to3,530,0.4906,0.4889,0.0017
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_trailed_early_1to3,425,0.5035,0.4826,0.0209
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_trailed_early_1to3,474,0.481,0.4927,-0.0117
2023,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_won,530,0.5585,0.5,0.0585
2024,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_won,425,0.5365,0.498,0.0385
2025,home_away+l10_rpg_bucket,home__very_high_5_5_plus,team_won,474,0.5759,0.5,0.0759
2023,home_away+opponent_strength_bucket,away__40_45,f5_total_4plus,248,0.6532,0.6342,0.019
2024,home_away+opponent_strength_bucket,away__40_45,f5_total_4plus,246,0.6748,0.6211,0.0537
2025,home_away+opponent_strength_bucket,away__40_45,f5_total_4plus,274,0.6715,0.6226,0.0489
2023,home_away+opponent_strength_bucket,away__40_45,f5_total_5plus,248,0.5726,0.531,0.0416
2024,home_away+opponent_strength_bucket,away__40_45,f5_total_5plus,246,0.5528,0.4957,0.0571
2025,home_away+opponent_strength_bucket,away__40_45,f5_total_5plus,274,0.5182,0.4925,0.0257
2023,home_away+opponent_strength_bucket,away__40_45,game_total_10plus,248,0.4597,0.4257,0.034
2024,home_away+opponent_strength_bucket,away__40_45,game_total_10plus,246,0.4187,0.3805,0.0382
2025,home_away+opponent_strength_bucket,away__40_45,game_total_10plus,274,0.3978,0.3911,0.0067
2023,home_away+opponent_strength_bucket,away__40_45,game_total_9plus,248,0.5726,0.5237,0.0489
2024,home_away+opponent_strength_bucket,away__40_45,game_total_9plus,246,0.5366,0.4863,0.0503
2025,home_away+opponent_strength_bucket,away__40_45,game_total_9plus,274,0.5109,0.4853,0.0256
2023,home_away+opponent_strength_bucket,away__40_45,opponent_blew_early_small_lead,248,0.2742,0.2853,-0.0111
2024,home_away+opponent_strength_bucket,away__40_45,opponent_blew_early_small_lead,246,0.2033,0.2697,-0.0664
2025,home_away+opponent_strength_bucket,away__40_45,opponent_blew_early_small_lead,274,0.2445,0.2877,-0.0432
2023,home_away+opponent_strength_bucket,away__40_45,opponent_runs_4plus,248,0.6169,0.5745,0.0424
2024,home_away+opponent_strength_bucket,away__40_45,opponent_runs_4plus,246,0.5488,0.55,-0.0012
2025,home_away+opponent_strength_bucket,away__40_45,opponent_runs_4plus,274,0.5474,0.5493,-0.0019
2023,home_away+opponent_strength_bucket,away__40_45,opponent_runs_5plus,248,0.4556,0.4529,0.0027
2024,home_away+opponent_strength_bucket,away__40_45,opponent_runs_5plus,246,0.4228,0.4252,-0.0024
2025,home_away+opponent_strength_bucket,away__40_45,opponent_runs_5plus,274,0.4124,0.4166,-0.0042
2023,home_away+opponent_strength_bucket,away__40_45,team_early_deficit_scored_next2,248,0.2782,0.3316,-0.0534
2024,home_away+opponent_strength_bucket,away__40_45,team_early_deficit_scored_next2,246,0.248,0.3148,-0.0668
2025,home_away+opponent_strength_bucket,away__40_45,team_early_deficit_scored_next2,274,0.2883,0.3279,-0.0396
2023,home_away+opponent_strength_bucket,away__40_45,team_early_deficit_tied_or_led_later,248,0.2742,0.2853,-0.0111
2024,home_away+opponent_strength_bucket,away__40_45,team_early_deficit_tied_or_led_later,246,0.2033,0.2697,-0.0664
2025,home_away+opponent_strength_bucket,away__40_45,team_early_deficit_tied_or_led_later,274,0.2445,0.2877,-0.0432
2023,home_away+opponent_strength_bucket,away__40_45,team_f5_runs_2plus,248,0.6411,0.5945,0.0466
2024,home_away+opponent_strength_bucket,away__40_45,team_f5_runs_2plus,246,0.6341,0.5795,0.0546
2025,home_away+opponent_strength_bucket,away__40_45,team_f5_runs_2plus,274,0.6204,0.5754,0.045
2023,home_away+opponent_strength_bucket,away__40_45,team_post5_runs_2plus,248,0.5685,0.4955,0.073
2024,home_away+opponent_strength_bucket,away__40_45,team_post5_runs_2plus,246,0.5163,0.4773,0.039
2025,home_away+opponent_strength_bucket,away__40_45,team_post5_runs_2plus,274,0.4745,0.4701,0.0044
2023,home_away+opponent_strength_bucket,away__40_45,team_runs_4plus,248,0.6129,0.5745,0.0384
2024,home_away+opponent_strength_bucket,away__40_45,team_runs_4plus,246,0.6098,0.55,0.0598
2025,home_away+opponent_strength_bucket,away__40_45,team_runs_4plus,274,0.5657,0.5493,0.0164
2023,home_away+opponent_strength_bucket,away__40_45,team_runs_5plus,248,0.5242,0.4529,0.0713
2024,home_away+opponent_strength_bucket,away__40_45,team_runs_5plus,246,0.5407,0.4252,0.1155
2025,home_away+opponent_strength_bucket,away__40_45,team_runs_5plus,274,0.438,0.4166,0.0214
2023,home_away+opponent_strength_bucket,away__40_45,team_trailed_early_1to3,248,0.4637,0.4889,-0.0252
2024,home_away+opponent_strength_bucket,away__40_45,team_trailed_early_1to3,246,0.4146,0.4826,-0.068
2025,home_away+opponent_strength_bucket,away__40_45,team_trailed_early_1to3,274,0.4708,0.4927,-0.0219
2023,home_away+opponent_strength_bucket,away__40_45,team_won,248,0.5323,0.5,0.0323
2024,home_away+opponent_strength_bucket,away__40_45,team_won,246,0.5366,0.498,0.0386
2025,home_away+opponent_strength_bucket,away__40_45,team_won,274,0.5438,0.5,0.0438
2023,home_away+opponent_strength_bucket,away__45_50,f5_total_4plus,604,0.6291,0.6342,-0.0051
2024,home_away+opponent_strength_bucket,away__45_50,f5_total_4plus,810,0.6049,0.6211,-0.0162
2025,home_away+opponent_strength_bucket,away__45_50,f5_total_4plus,624,0.633,0.6226,0.0104
2023,home_away+opponent_strength_bucket,away__45_50,f5_total_5plus,604,0.5215,0.531,-0.0095
2024,home_away+opponent_strength_bucket,away__45_50,f5_total_5plus,810,0.479,0.4957,-0.0167
2025,home_away+opponent_strength_bucket,away__45_50,f5_total_5plus,624,0.5,0.4925,0.0075
2023,home_away+opponent_strength_bucket,away__45_50,game_total_10plus,604,0.4222,0.4257,-0.0035
2024,home_away+opponent_strength_bucket,away__45_50,game_total_10plus,810,0.3617,0.3805,-0.0188
2025,home_away+opponent_strength_bucket,away__45_50,game_total_10plus,624,0.3942,0.3911,0.0031
2023,home_away+opponent_strength_bucket,away__45_50,game_total_9plus,604,0.5248,0.5237,0.0011
2024,home_away+opponent_strength_bucket,away__45_50,game_total_9plus,810,0.4642,0.4863,-0.0221
2025,home_away+opponent_strength_bucket,away__45_50,game_total_9plus,624,0.4808,0.4853,-0.0045
2023,home_away+opponent_strength_bucket,away__45_50,opponent_blew_early_small_lead,604,0.2185,0.2853,-0.0668
2024,home_away+opponent_strength_bucket,away__45_50,opponent_blew_early_small_lead,810,0.2469,0.2697,-0.0228
2025,home_away+opponent_strength_bucket,away__45_50,opponent_blew_early_small_lead,624,0.2532,0.2877,-0.0345
2023,home_away+opponent_strength_bucket,away__45_50,opponent_runs_4plus,604,0.5695,0.5745,-0.005
2024,home_away+opponent_strength_bucket,away__45_50,opponent_runs_4plus,810,0.5519,0.55,0.0019
2025,home_away+opponent_strength_bucket,away__45_50,opponent_runs_4plus,624,0.5497,0.5493,0.0004
2023,home_away+opponent_strength_bucket,away__45_50,opponent_runs_5plus,604,0.4404,0.4529,-0.0125
2024,home_away+opponent_strength_bucket,away__45_50,opponent_runs_5plus,810,0.416,0.4252,-0.0092
2025,home_away+opponent_strength_bucket,away__45_50,opponent_runs_5plus,624,0.4231,0.4166,0.0065
2023,home_away+opponent_strength_bucket,away__45_50,team_early_deficit_scored_next2,604,0.2517,0.3316,-0.0799
2024,home_away+opponent_strength_bucket,away__45_50,team_early_deficit_scored_next2,810,0.2901,0.3148,-0.0247
2025,home_away+opponent_strength_bucket,away__45_50,team_early_deficit_scored_next2,624,0.2804,0.3279,-0.0475
2023,home_away+opponent_strength_bucket,away__45_50,team_early_deficit_tied_or_led_later,604,0.2185,0.2853,-0.0668
2024,home_away+opponent_strength_bucket,away__45_50,team_early_deficit_tied_or_led_later,810,0.2469,0.2697,-0.0228
2025,home_away+opponent_strength_bucket,away__45_50,team_early_deficit_tied_or_led_later,624,0.2532,0.2877,-0.0345
2023,home_away+opponent_strength_bucket,away__45_50,team_f5_runs_2plus,604,0.5579,0.5945,-0.0366
2024,home_away+opponent_strength_bucket,away__45_50,team_f5_runs_2plus,810,0.5556,0.5795,-0.0239
2025,home_away+opponent_strength_bucket,away__45_50,team_f5_runs_2plus,624,0.5849,0.5754,0.0095
2023,home_away+opponent_strength_bucket,away__45_50,team_post5_runs_2plus,604,0.5513,0.4955,0.0558
2024,home_away+opponent_strength_bucket,away__45_50,team_post5_runs_2plus,810,0.4679,0.4773,-0.0094
2025,home_away+opponent_strength_bucket,away__45_50,team_post5_runs_2plus,624,0.4375,0.4701,-0.0326
2023,home_away+opponent_strength_bucket,away__45_50,team_runs_4plus,604,0.5911,0.5745,0.0166
2024,home_away+opponent_strength_bucket,away__45_50,team_runs_4plus,810,0.5321,0.55,-0.0179
2025,home_away+opponent_strength_bucket,away__45_50,team_runs_4plus,624,0.5224,0.5493,-0.0269
2023,home_away+opponent_strength_bucket,away__45_50,team_runs_5plus,604,0.4834,0.4529,0.0305
2024,home_away+opponent_strength_bucket,away__45_50,team_runs_5plus,810,0.4136,0.4252,-0.0116
2025,home_away+opponent_strength_bucket,away__45_50,team_runs_5plus,624,0.4119,0.4166,-0.0047
2023,home_away+opponent_strength_bucket,away__45_50,team_trailed_early_1to3,604,0.4421,0.4889,-0.0468
2024,home_away+opponent_strength_bucket,away__45_50,team_trailed_early_1to3,810,0.4691,0.4826,-0.0135
2025,home_away+opponent_strength_bucket,away__45_50,team_trailed_early_1to3,624,0.4712,0.4927,-0.0215
2023,home_away+opponent_strength_bucket,away__45_50,team_won,604,0.4768,0.5,-0.0232
2024,home_away+opponent_strength_bucket,away__45_50,team_won,810,0.4593,0.498,-0.0387
2025,home_away+opponent_strength_bucket,away__45_50,team_won,624,0.4712,0.5,-0.0288
2023,home_away+opponent_strength_bucket,away__50_55,f5_total_4plus,876,0.6107,0.6342,-0.0235
2024,home_away+opponent_strength_bucket,away__50_55,f5_total_4plus,735,0.5823,0.6211,-0.0388
2025,home_away+opponent_strength_bucket,away__50_55,f5_total_4plus,901,0.6016,0.6226,-0.021
2023,home_away+opponent_strength_bucket,away__50_55,f5_total_5plus,876,0.5091,0.531,-0.0219
2024,home_away+opponent_strength_bucket,away__50_55,f5_total_5plus,735,0.4571,0.4957,-0.0386
2025,home_away+opponent_strength_bucket,away__50_55,f5_total_5plus,901,0.4895,0.4925,-0.003
2023,home_away+opponent_strength_bucket,away__50_55,game_total_10plus,876,0.3973,0.4257,-0.0284
2024,home_away+opponent_strength_bucket,away__50_55,game_total_10plus,735,0.3633,0.3805,-0.0172
2025,home_away+opponent_strength_bucket,away__50_55,game_total_10plus,901,0.3663,0.3911,-0.0248
2023,home_away+opponent_strength_bucket,away__50_55,game_total_9plus,876,0.4829,0.5237,-0.0408
2024,home_away+opponent_strength_bucket,away__50_55,game_total_9plus,735,0.4707,0.4863,-0.0156
2025,home_away+opponent_strength_bucket,away__50_55,game_total_9plus,901,0.4695,0.4853,-0.0158
2023,home_away+opponent_strength_bucket,away__50_55,opponent_blew_early_small_lead,876,0.25,0.2853,-0.0353
2024,home_away+opponent_strength_bucket,away__50_55,opponent_blew_early_small_lead,735,0.2177,0.2697,-0.052
2025,home_away+opponent_strength_bucket,away__50_55,opponent_blew_early_small_lead,901,0.2719,0.2877,-0.0158
2023,home_away+opponent_strength_bucket,away__50_55,opponent_runs_4plus,876,0.5685,0.5745,-0.006
2024,home_away+opponent_strength_bucket,away__50_55,opponent_runs_4plus,735,0.5279,0.55,-0.0221
2025,home_away+opponent_strength_bucket,away__50_55,opponent_runs_4plus,901,0.5938,0.5493,0.0445
2023,home_away+opponent_strength_bucket,away__50_55,opponent_runs_5plus,876,0.4418,0.4529,-0.0111
